Plot_ID,Mean,Mode
18BYD20450,0.81,0.867
18BYD20451,0.832,0.892
18BYD20452,0.823,0.877
18BYD20453,0.851,0.888
18BYD20454,0.82,0.886
18BYD20455,0.856,0.891
18BYD20456,0.804,0.87
18BYD20457,0.855,0.889
18BYD20458,0.835,0.892
18BYD20459,0.828,0.881
18BYD20460,0.824,0.879
18BYD20461,0.836,0.883
18BYD20462,0.869,0.911
18BYD20463,0.839,0.877
18BYD20464,0.87,0.888
18BYD20465,0.842,0.884
18BYD20466,0.882,0.905
18BYD20467,0.854,0.888
18BYD20468,0.805,0.863
18BYD20469,0.844,0.899
18BYD20470,0.864,0.892
18BYD20471,0.869,0.894
18BYD20472,0.81,0.885
18BYD20473,0.859,0.898
18BYD20474,0.826,0.895
18BYD20475,0.838,0.895
18BYD20476,0.854,0.888
18BYD20477,0.808,0.874
18BYD20478,0.819,0.878
18BYD20479,0.821,0.877
18BYD20480,0.812,0.874
18BYD20481,0.834,0.89
18BYD20482,0.861,0.887
18BYD20483,0.814,0.871
18BYD20484,0.823,0.853
18BYD20485,0.812,0.877
18BYD20486,0.815,0.872
18BYD20487,0.839,0.896
18BYD20488,0.861,0.894
18BYD20489,0.857,0.888
18BYD20490,0.845,0.893
18BYD20491,0.864,0.906
18BYD20492,0.858,0.89
18BYD20493,0.84,0.885
18BYD20494,0.846,0.895
18BYD20495,0.818,0.853
18BYD20496,0.802,0.869
18BYD20497,0.84,0.887
18BYD20498,0.802,0.887
18BYD20499,0.813,0.855
18BYD20500,0.849,0.888
18BYD20501,0.847,0.891
18BYD20502,0.872,0.898
18BYD20503,0.823,0.884
18BYD20504,0.826,0.88
18BYD20505,0.801,0.888
18BYD20506,0.771,0.86
18BYD20507,0.817,0.867
18BYD20508,0.832,0.877
18BYD20509,0.831,0.88
18BYD20510,0.802,0.884
18BYD20511,0.807,0.872
18BYD20512,0.802,0.874
18BYD20513,0.798,0.868
18BYD20514,0.776,0.853
18BYD20515,0.826,0.872
18BYD20516,0.8,0.867
18BYD20517,0.832,0.891
18BYD20518,0.841,0.877
18BYD20519,0.841,0.885
18BYD20520,0.82,0.88
18BYD20521,0.812,0.891
18BYD20522,0.839,0.881
18BYD20523,0.801,0.867
18BYD20524,0.763,0.875
18BYD20525,0.824,0.872
18BYD20526,0.83,0.875
18BYD20527,0.819,0.872
18BYD20528,0.797,0.865
18BYD20529,0.767,0.846
18BYD20530,0.791,0.865
18BYD20531,0.783,0.873
18BYD20532,0.815,0.872
18BYD20533,0.812,0.857
18BYD20534,0.769,0.863
18BYD20535,0.773,0.847
18BYD20536,0.815,0.852
18BYD20537,0.815,0.875
18BYD20538,0.814,0.873
18BYD20539,0.769,0.86
18BYD20540,0.811,0.873
18BYD20541,0.823,0.892
18BYD20542,0.852,0.896
18BYD20543,0.848,0.903
18BYD20544,0.837,0.883
18BYD20545,0.874,0.909
18BYD20546,0.847,0.883
18BYD20547,0.873,0.91
18BYD20548,0.878,0.898
18BYD20549,0.889,0.912
18BYD20550,0.86,0.901
18BYD20551,0.861,0.888
18BYD20552,0.857,0.89
18BYD20553,0.847,0.874
18BYD20554,0.874,0.906
18BYD20555,0.883,0.906
18BYD20556,0.864,0.903
18BYD20557,0.857,0.89
18BYD20558,0.867,0.899
18BYD20559,0.844,0.911
18BYD20560,0.877,0.897
18BYD20561,0.89,0.918
18BYD20562,0.862,0.9
18BYD20563,0.87,0.908
18BYD20564,0.86,0.904
18BYD20565,0.866,0.906
18BYD20566,0.884,0.914
18BYD20567,0.871,0.909
18BYD20568,0.888,0.918
18BYD20569,0.893,0.909
18BYD20570,0.844,0.893
18BYD20571,0.856,0.902
18BYD20572,0.898,0.916
18BYD20573,0.883,0.915
18BYD20574,0.869,0.894
18BYD20575,0.893,0.918
18BYD20576,0.848,0.89
18BYD20577,0.885,0.917
18BYD20578,0.894,0.924
18BYD20579,0.865,0.906
18BYD20580,0.891,0.927
18BYD20581,0.882,0.897
18BYD20582,0.886,0.908
18BYD20583,0.896,0.921
18BYD20584,0.896,0.918
18BYD20585,0.885,0.916
18BYD20586,0.876,0.908
18BYD20587,0.861,0.899
18BYD20588,0.833,0.888
18BYD20589,0.851,0.884
18BYD20590,0.858,0.9
18BYD20591,0.869,0.903
18BYD20592,0.851,0.903
18BYD20593,0.861,0.916
18BYD20594,0.871,0.907
18BYD20595,0.864,0.913
18BYD20596,0.88,0.915
18BYD20597,0.889,0.911
18BYD20598,0.876,0.902
18BYD20599,0.871,0.899
18BYD20600,0.855,0.899
18BYD20601,0.832,0.878
18BYD20602,0.869,0.897
18BYD20603,0.85,0.915
18BYD20604,0.862,0.9
18BYD20605,0.872,0.901
18BYD20606,0.84,0.875
18BYD20607,0.862,0.902
18BYD20608,0.887,0.908
18BYD20609,0.877,0.898
18BYD20610,0.861,0.891
18BYD20611,0.886,0.903
18BYD20612,0.87,0.904
18BYD20613,0.895,0.922
18BYD20614,0.883,0.898
18BYD20615,0.856,0.895
18BYD20616,0.898,0.918
18BYD20617,0.867,0.909
18BYD20618,0.868,0.896
18BYD20619,0.859,0.9
18BYD20620,0.884,0.901
18BYD20621,0.872,0.901
18BYD20622,0.879,0.908
18BYD20623,0.885,0.908
18BYD20624,0.857,0.901
18BYD20625,0.872,0.893
18BYD20626,0.839,0.909
18BYD20627,0.845,0.891
18BYD20628,0.864,0.905
18BYD20629,0.833,0.894
18BYD20630,0.849,0.904
18BYD20631,0.887,0.91
18BYD20632,0.876,0.908
18BYD20633,0.852,0.883
18BYD20634,0.86,0.91
18BYD20635,0.879,0.908
18BYD20636,0.841,0.89
18BYD20637,0.879,0.9
18BYD20638,0.889,0.915
18BYD20639,0.884,0.904
18BYD20640,0.855,0.899
18BYD20641,0.884,0.907
18BYD20642,0.873,0.896
18BYD20643,0.856,0.896
18BYD20644,0.866,0.912
18BYD20645,0.872,0.917
18BYD20646,0.87,0.902
18BYD20647,0.864,0.897
18BYD20648,0.871,0.897
18BYD20649,0.868,0.904
18BYD20650,0.856,0.897
18BYD20651,0.883,0.914
18BYD20652,0.882,0.914
18BYD20653,0.876,0.908
18BYD20654,0.876,0.9
18BYD20655,0.86,0.896
18BYD20656,0.879,0.909
18BYD20657,0.869,0.893
18BYD20658,0.86,0.899
18BYD20659,0.881,0.905
18BYD20660,0.861,0.899
18BYD20661,0.884,0.9
18BYD20662,0.879,0.915
18BYD20663,0.885,0.916
18BYD20664,0.858,0.897
18BYD20665,0.824,0.877
18BYD20666,0.877,0.901
18BYD20667,0.878,0.903
18BYD20668,0.842,0.895
18BYD20669,0.892,0.913
18BYD20670,0.871,0.914
18BYD20671,0.864,0.902
18BYD20672,0.871,0.9
18BYD20673,0.85,0.902
18BYD20674,0.89,0.917
18BYD20675,0.877,0.913
18BYD20676,0.889,0.913
18BYD20677,0.864,0.892
18BYD20678,0.87,0.905
18BYD20679,0.862,0.902
18BYD20680,0.86,0.892
18BYD20681,0.884,0.909
18BYD20682,0.87,0.897
18BYD20683,0.831,0.88
18BYD20684,0.854,0.888
18BYD20685,0.824,0.898
18BYD20686,0.818,0.878
18BYD20687,0.878,0.904
18BYD20688,0.881,0.908
18BYD20689,0.865,0.888
18BYD20690,0.871,0.895
18BYD20691,0.894,0.925
18BYD20692,0.88,0.901
18BYD20693,0.892,0.91
18BYD20694,0.88,0.902
18BYD20695,0.875,0.903
18BYD20696,0.878,0.911
18BYD20697,0.842,0.876
18BYD20698,0.854,0.898
18BYD20699,0.868,0.897
18BYD20700,0.874,0.894
18BYD20701,0.818,0.882
18BYD20702,0.859,0.895
18BYD20703,0.826,0.882
18BYD20704,0.808,0.865
18BYD20705,0.833,0.877
18BYD20706,0.883,0.908
18BYD20707,0.843,0.887
18BYD20708,0.847,0.891
18BYD20709,0.853,0.898
18BYD20710,0.886,0.916
18BYD20711,0.882,0.898
18BYD20712,0.861,0.89
18BYD20713,0.836,0.873
18BYD20714,0.819,0.887
18BYD20715,0.831,0.881
18BYD20716,0.842,0.87
18BYD20717,0.845,0.887
18BYD20718,0.789,0.852
18BYD20719,0.787,0.864
18BYD20720,0.822,0.868
