Plot_ID,Mean,Mode
18BYD20069,0.874,0.896
18BYD20070,0.869,0.911
18BYD20071,0.861,0.916
18BYD20072,0.89,0.924
18BYD20073,0.869,0.919
18BYD20074,0.879,0.91
18BYD20075,0.852,0.899
18BYD20076,0.841,0.903
18BYD20077,0.876,0.91
18BYD20078,0.859,0.924
18BYD20079,0.871,0.922
18BYD20080,0.892,0.915
18BYD20081,0.892,0.921
18BYD20082,0.851,0.886
18BYD20083,0.827,0.877
18BYD20084,0.819,0.874
18BYD20085,0.837,0.883
18BYD20086,0.858,0.89
18BYD20087,0.828,0.881
18BYD20088,0.822,0.859
18BYD20089,0.837,0.877
18BYD20090,0.832,0.881
18BYD20091,0.886,0.918
18BYD20092,0.9,0.912
18BYD20093,0.865,0.907
18BYD20094,0.863,0.909
18BYD20095,0.875,0.916
18BYD20096,0.863,0.91
18BYD20097,0.847,0.911
18BYD20098,0.823,0.906
18BYD20099,0.867,0.897
18BYD20100,0.883,0.918
18BYD20101,0.842,0.904
18BYD20102,0.804,0.894
18BYD20103,0.81,0.891
18BYD20104,0.86,0.91
18BYD20105,0.871,0.909
18BYD20106,0.871,0.911
18BYD20107,0.894,0.915
18BYD20108,0.902,0.933
18BYD20109,0.881,0.93
18BYD20110,0.876,0.923
18BYD20111,0.809,0.91
18BYD20112,0.818,0.89
18BYD20113,0.848,0.911
18BYD20114,0.78,0.91
18BYD20115,0.83,0.892
18BYD20116,0.829,0.906
18BYD20117,0.841,0.918
18BYD20118,0.873,0.899
18BYD20119,0.835,0.896
18BYD20120,0.818,0.887
18BYD20121,0.829,0.889
18BYD20122,0.878,0.9
18BYD20123,0.816,0.892
18BYD20124,0.832,0.893
18BYD20125,0.837,0.9
18BYD20126,0.88,0.923
18BYD20127,0.847,0.887
18BYD20128,0.831,0.867
18BYD20129,0.799,0.867
18BYD20130,0.801,0.874
18BYD20131,0.817,0.875
18BYD20132,0.831,0.861
18BYD20133,0.8,0.876
18BYD20134,0.821,0.877
18BYD20135,0.804,0.874
18BYD20136,0.831,0.89
18BYD20137,0.816,0.891
18BYD20138,0.801,0.89
18BYD20139,0.833,0.881
18BYD20140,0.85,0.902
18BYD20141,0.799,0.887
18BYD20142,0.851,0.896
18BYD20143,0.835,0.886
18BYD20144,0.883,0.906
18BYD20145,0.855,0.924
18BYD20146,0.868,0.924
18BYD20147,0.837,0.913
18BYD20148,0.799,0.875
18BYD20149,0.816,0.906
18BYD20150,0.829,0.904
18BYD20151,0.828,0.882
18BYD20152,0.792,0.88
18BYD20153,0.834,0.891
18BYD20154,0.839,0.926
18BYD20155,0.828,0.9
18BYD20156,0.793,0.893
18BYD20157,0.825,0.892
18BYD20158,0.875,0.899
18BYD20159,0.8,0.894
18BYD20160,0.85,0.888
18BYD20161,0.812,0.877
18BYD20162,0.896,0.925
18BYD20163,0.864,0.896
18BYD20164,0.827,0.897
18BYD20165,0.821,0.887
18BYD20166,0.823,0.892
18BYD20167,0.852,0.895
18BYD20168,0.816,0.863
18BYD20169,0.772,0.884
18BYD20170,0.811,0.895
18BYD20171,0.803,0.902
18BYD20172,0.841,0.897
18BYD20173,0.828,0.904
18BYD20174,0.796,0.896
18BYD20175,0.812,0.898
18BYD20176,0.787,0.889
18BYD20177,0.777,0.877
18BYD20178,0.784,0.884
18BYD20179,0.808,0.891
18BYD20180,0.836,0.88
18BYD20181,0.756,0.879
18BYD20182,0.826,0.899
18BYD20183,0.84,0.897
18BYD20184,0.864,0.908
18BYD20185,0.892,0.914
18BYD20186,0.88,0.911
18BYD20187,0.875,0.907
18BYD20188,0.843,0.893
18BYD20189,0.851,0.898
18BYD20190,0.853,0.905
18BYD20191,0.841,0.904
18BYD20192,0.821,0.898
18BYD20193,0.839,0.901
18BYD20194,0.84,0.897
18BYD20195,0.845,0.902
18BYD20196,0.801,0.894
18BYD20197,0.8,0.892
18BYD20198,0.783,0.888
18BYD20199,0.846,0.906
18BYD20200,0.842,0.904
18BYD20201,0.832,0.895
18BYD20202,0.815,0.894
18BYD20203,0.846,0.902
18BYD20204,0.86,0.908
18BYD20205,0.838,0.919
18BYD20206,0.846,0.911
18BYD20207,0.834,0.919
18BYD20208,0.827,0.906
18BYD20209,0.84,0.911
18BYD20210,0.846,0.91
18BYD20211,0.87,0.914
18BYD20212,0.879,0.913
18BYD20213,0.838,0.925
18BYD20214,0.857,0.902
18BYD20215,0.879,0.913
18BYD20216,0.822,0.914
18BYD20217,0.849,0.911
18BYD20218,0.862,0.913
18BYD20219,0.88,0.904
18BYD20220,0.868,0.915
18BYD20221,0.842,0.896
18BYD20222,0.874,0.912
18BYD20223,0.848,0.909
18BYD20224,0.845,0.915
18BYD20225,0.871,0.892
18BYD20226,0.859,0.91
18BYD20227,0.864,0.92
18BYD20228,0.847,0.906
18BYD20229,0.843,0.901
18BYD20230,0.858,0.912
18BYD20231,0.851,0.92
18BYD20232,0.869,0.908
18BYD20233,0.842,0.919
18BYD20234,0.851,0.926
18BYD20235,0.878,0.907
18BYD20236,0.882,0.914
18BYD20237,0.866,0.92
18BYD20238,0.865,0.907
18BYD20239,0.878,0.907
18BYD20240,0.884,0.913
18BYD20241,0.845,0.918
18BYD20242,0.862,0.925
18BYD20243,0.883,0.914
18BYD20244,0.849,0.915
18BYD20245,0.867,0.913
18BYD20246,0.86,0.92
18BYD20247,0.858,0.916
18BYD20248,0.874,0.918
18BYD20249,0.883,0.921
18BYD20250,0.866,0.921
18BYD20251,0.866,0.922
18BYD20252,0.887,0.925
18BYD20253,0.871,0.917
18BYD20254,0.884,0.913
18BYD20255,0.831,0.896
18BYD20256,0.857,0.901
18BYD20257,0.856,0.907
18BYD20258,0.833,0.913
18BYD20259,0.807,0.908
18BYD20260,0.855,0.912
18BYD20261,0.84,0.889
18BYD20262,0.835,0.88
18BYD20263,0.842,0.882
18BYD20264,0.848,0.891
18BYD20265,0.836,0.894
18BYD20266,0.842,0.885
18BYD20267,0.849,0.877
18BYD20268,0.86,0.882
18BYD20269,0.858,0.888
18BYD20270,0.824,0.899
18BYD20271,0.854,0.914
18BYD20272,0.863,0.906
18BYD20273,0.834,0.897
18BYD20274,0.837,0.883
18BYD20275,0.81,0.9
18BYD20276,0.85,0.902
18BYD20277,0.846,0.899
18BYD20278,0.849,0.901
18BYD20279,0.847,0.894
18BYD20280,0.874,0.915
18BYD20281,0.88,0.919
18BYD20282,0.892,0.93
18BYD20283,0.882,0.918
18BYD20284,0.861,0.918
18BYD20285,0.876,0.916
18BYD20286,0.884,0.909
18BYD20287,0.88,0.922
18BYD20288,0.863,0.917
18BYD20289,0.862,0.923
18BYD20290,0.877,0.924
18BYD20291,0.868,0.934
18BYD20292,0.853,0.928
18BYD20293,0.854,0.928
18BYD20294,0.899,0.94
18BYD20295,0.882,0.935
18BYD20296,0.907,0.932
18BYD20297,0.885,0.918
18BYD20298,0.829,0.88
18BYD20299,0.834,0.907
18BYD20300,0.835,0.883
18BYD20301,0.833,0.877
18BYD20302,0.812,0.882
18BYD20303,0.842,0.885
18BYD20304,0.817,0.887
18BYD20305,0.836,0.894
18BYD20306,0.849,0.897
18BYD20307,0.84,0.874
18BYD20308,0.846,0.882
18BYD20309,0.827,0.872
18BYD20310,0.813,0.873
18BYD20311,0.839,0.874
18BYD20312,0.843,0.879
18BYD20313,0.829,0.874
18BYD20314,0.858,0.886
18BYD20315,0.875,0.891
18BYD20316,0.825,0.909
18BYD20317,0.836,0.901
18BYD20318,0.833,0.905
18BYD20319,0.839,0.889
18BYD20320,0.806,0.897
18BYD20321,0.798,0.903
18BYD20322,0.828,0.885
18BYD20323,0.806,0.892
18BYD20324,0.825,0.901
18BYD20325,0.769,0.893
18BYD20326,0.804,0.899
18BYD20327,0.853,0.893
18BYD20328,0.807,0.893
18BYD20329,0.823,0.887
18BYD20330,0.833,0.912
18BYD20331,0.849,0.908
18BYD20332,0.815,0.885
18BYD20333,0.849,0.9
18BYD20334,0.824,0.913
18BYD20335,0.874,0.911
18BYD20336,0.862,0.922
18BYD20337,0.88,0.92
18BYD20338,0.859,0.914
18BYD20339,0.836,0.901
18BYD20340,0.835,0.914
18BYD20341,0.844,0.906
18BYD20342,0.852,0.913
18BYD20343,0.776,0.895
18BYD20344,0.779,0.893
18BYD20345,0.842,0.898
18BYD20346,0.828,0.897
18BYD20347,0.832,0.876
18BYD20348,0.829,0.889
18BYD20349,0.829,0.9
18BYD20350,0.803,0.893
18BYD20351,0.821,0.883
18BYD20352,0.826,0.897
18BYD20353,0.819,0.906
18BYD20354,0.819,0.9
18BYD20355,0.842,0.893
18BYD20356,0.804,0.893
18BYD20357,0.822,0.903
18BYD20358,0.814,0.894
18BYD20359,0.834,0.899
18BYD20360,0.847,0.913
18BYD20361,0.855,0.91
18BYD20362,0.857,0.91
18BYD20363,0.887,0.908
18BYD20364,0.847,0.908
18BYD20365,0.852,0.898
18BYD20366,0.873,0.921
18BYD20367,0.889,0.914
18BYD20368,0.892,0.913
18BYD20369,0.896,0.907
18BYD20370,0.806,0.88
18BYD20371,0.828,0.884
18BYD20372,0.837,0.894
18BYD20373,0.813,0.902
18BYD20374,0.821,0.893
18BYD20375,0.845,0.894
18BYD20376,0.82,0.89
18BYD20377,0.803,0.89
18BYD20378,0.842,0.899
18BYD20379,0.825,0.913
18BYD20380,0.845,0.92
18BYD20381,0.837,0.915
18BYD20382,0.833,0.916
18BYD20383,0.858,0.927
18BYD20384,0.869,0.919
18BYD20385,0.84,0.922
18BYD20386,0.864,0.916
18BYD20387,0.844,0.906
18BYD20388,0.854,0.905
18BYD20389,0.845,0.903
18BYD20390,0.854,0.909
18BYD20391,0.846,0.913
18BYD20392,0.855,0.909
18BYD20393,0.8,0.901
18BYD20394,0.843,0.894
18BYD20395,0.851,0.919
18BYD20396,0.86,0.91
18BYD20397,0.866,0.906
18BYD20398,0.87,0.918
18BYD20399,0.84,0.901
18BYD20400,0.861,0.908
18BYD20401,0.839,0.901
18BYD20402,0.86,0.907
18BYD20403,0.855,0.902
18BYD20404,0.824,0.911
18BYD20405,0.83,0.918
18BYD20406,0.827,0.884
18BYD20407,0.83,0.868
18BYD20408,0.844,0.903
18BYD20409,0.844,0.906
18BYD20410,0.861,0.899
18BYD20411,0.832,0.909
18BYD20412,0.821,0.899
18BYD20413,0.816,0.907
18BYD20414,0.845,0.904
18BYD20415,0.86,0.911
18BYD20416,0.844,0.921
18BYD20417,0.867,0.907
18BYD20418,0.847,0.908
18BYD20419,0.886,0.913
18BYD20420,0.837,0.902
18BYD20421,0.844,0.906
18BYD20422,0.826,0.892
18BYD20423,0.855,0.891
18BYD20424,0.892,0.925
18BYD20425,0.851,0.905
18BYD20426,0.877,0.907
18BYD20427,0.826,0.909
18BYD20428,0.87,0.921
18BYD20429,0.844,0.911
18BYD20430,0.85,0.919
18BYD20431,0.868,0.91
18BYD20432,0.778,0.9
18BYD20433,0.828,0.889
18BYD20434,0.822,0.898
18BYD20435,0.85,0.898
18BYD20436,0.844,0.9
18BYD20437,0.859,0.893
18BYD20438,0.828,0.896
18BYD20439,0.847,0.902
18BYD20440,0.838,0.901
18BYD20441,0.86,0.901
18BYD20442,0.82,0.873
18BYD20443,0.809,0.871
18BYD20444,0.827,0.879
18BYD20445,0.751,0.842
18BYD20446,0.78,0.866
18BYD20447,0.786,0.86
18BYD20448,0.807,0.888
18BYD20449,0.787,0.888
18BYD20450,0.798,0.882
18BYD20451,0.832,0.883
18BYD20452,0.818,0.87
18BYD20453,0.822,0.883
18BYD20454,0.806,0.886
18BYD20455,0.85,0.896
18BYD20456,0.778,0.874
18BYD20457,0.828,0.881
18BYD20458,0.811,0.898
18BYD20459,0.814,0.868
18BYD20460,0.816,0.907
18BYD20461,0.845,0.898
18BYD20462,0.857,0.935
18BYD20463,0.834,0.906
18BYD20464,0.867,0.906
18BYD20465,0.84,0.905
18BYD20466,0.868,0.911
18BYD20467,0.86,0.909
18BYD20468,0.839,0.897
18BYD20469,0.844,0.924
18BYD20470,0.863,0.922
18BYD20471,0.871,0.918
18BYD20472,0.819,0.92
18BYD20473,0.871,0.925
18BYD20474,0.825,0.923
18BYD20475,0.838,0.917
18BYD20476,0.861,0.926
18BYD20477,0.807,0.899
18BYD20478,0.819,0.887
18BYD20479,0.822,0.892
18BYD20480,0.816,0.887
18BYD20481,0.823,0.897
18BYD20482,0.84,0.897
18BYD20483,0.843,0.894
18BYD20484,0.844,0.89
18BYD20485,0.813,0.889
18BYD20486,0.823,0.905
18BYD20487,0.832,0.903
18BYD20488,0.839,0.903
18BYD20489,0.837,0.885
18BYD20490,0.82,0.889
18BYD20491,0.829,0.871
18BYD20492,0.821,0.86
18BYD20493,0.807,0.877
18BYD20494,0.821,0.877
18BYD20495,0.791,0.85
18BYD20496,0.796,0.836
18BYD20497,0.826,0.861
18BYD20498,0.798,0.867
18BYD20499,0.815,0.866
18BYD20500,0.823,0.875
18BYD20501,0.82,0.883
18BYD20502,0.857,0.883
18BYD20503,0.812,0.883
18BYD20504,0.828,0.887
18BYD20505,0.779,0.885
18BYD20506,0.774,0.884
18BYD20507,0.816,0.891
18BYD20508,0.817,0.891
18BYD20509,0.823,0.898
18BYD20510,0.797,0.888
18BYD20511,0.805,0.896
18BYD20512,0.799,0.896
18BYD20513,0.799,0.884
18BYD20514,0.769,0.877
18BYD20515,0.805,0.887
18BYD20516,0.796,0.911
18BYD20517,0.817,0.908
18BYD20518,0.838,0.893
18BYD20519,0.83,0.901
18BYD20520,0.823,0.896
18BYD20521,0.802,0.914
18BYD20522,0.85,0.917
18BYD20523,0.808,0.877
18BYD20524,0.763,0.877
18BYD20525,0.819,0.877
18BYD20526,0.809,0.894
18BYD20527,0.823,0.89
18BYD20528,0.79,0.882
18BYD20529,0.766,0.882
18BYD20530,0.795,0.881
18BYD20531,0.787,0.884
18BYD20532,0.819,0.891
18BYD20533,0.818,0.888
18BYD20534,0.785,0.895
18BYD20535,0.81,0.895
18BYD20536,0.841,0.882
18BYD20537,0.804,0.874
18BYD20538,0.82,0.891
18BYD20539,0.821,0.906
18BYD20540,0.833,0.888
18BYD20541,0.772,0.882
18BYD20542,0.812,0.883
18BYD20543,0.792,0.88
18BYD20544,0.795,0.886
18BYD20545,0.836,0.888
18BYD20546,0.809,0.863
18BYD20547,0.817,0.893
18BYD20548,0.848,0.902
18BYD20549,0.855,0.897
18BYD20550,0.835,0.913
18BYD20551,0.823,0.893
18BYD20552,0.83,0.89
18BYD20553,0.815,0.883
18BYD20554,0.836,0.899
18BYD20555,0.869,0.898
18BYD20556,0.842,0.897
18BYD20557,0.816,0.901
18BYD20558,0.836,0.888
18BYD20559,0.811,0.906
18BYD20560,0.86,0.906
18BYD20561,0.875,0.914
18BYD20562,0.836,0.899
18BYD20563,0.835,0.9
18BYD20564,0.827,0.916
18BYD20565,0.828,0.919
18BYD20566,0.861,0.92
18BYD20567,0.851,0.92
18BYD20568,0.859,0.907
18BYD20569,0.871,0.911
18BYD20570,0.817,0.901
18BYD20571,0.822,0.901
18BYD20572,0.871,0.908
18BYD20573,0.844,0.919
18BYD20574,0.842,0.909
18BYD20575,0.867,0.91
18BYD20576,0.827,0.903
18BYD20577,0.851,0.9
18BYD20578,0.864,0.915
18BYD20579,0.835,0.905
18BYD20580,0.851,0.919
18BYD20581,0.865,0.907
18BYD20582,0.859,0.909
18BYD20583,0.858,0.902
18BYD20584,0.866,0.921
18BYD20585,0.854,0.904
18BYD20586,0.835,0.932
18BYD20587,0.855,0.909
18BYD20588,0.799,0.893
18BYD20589,0.812,0.887
18BYD20590,0.844,0.898
18BYD20591,0.834,0.913
18BYD20592,0.816,0.901
18BYD20593,0.819,0.898
18BYD20594,0.842,0.917
18BYD20595,0.827,0.894
18BYD20596,0.852,0.891
18BYD20597,0.861,0.897
18BYD20598,0.84,0.895
18BYD20599,0.834,0.895
18BYD20600,0.815,0.886
18BYD20601,0.804,0.889
18BYD20602,0.852,0.895
18BYD20603,0.829,0.91
18BYD20604,0.847,0.92
18BYD20605,0.857,0.913
18BYD20606,0.844,0.897
18BYD20607,0.844,0.917
18BYD20608,0.869,0.915
18BYD20609,0.844,0.914
18BYD20610,0.862,0.905
18BYD20611,0.872,0.9
18BYD20612,0.858,0.907
18BYD20613,0.873,0.902
18BYD20614,0.876,0.898
18BYD20615,0.846,0.9
18BYD20616,0.882,0.906
18BYD20617,0.839,0.902
18BYD20618,0.842,0.895
18BYD20619,0.822,0.898
18BYD20620,0.874,0.918
18BYD20621,0.866,0.912
18BYD20622,0.861,0.897
18BYD20623,0.863,0.901
18BYD20624,0.821,0.899
18BYD20625,0.84,0.887
18BYD20626,0.795,0.895
18BYD20627,0.829,0.875
18BYD20628,0.825,0.892
18BYD20629,0.796,0.875
18BYD20630,0.827,0.89
18BYD20631,0.858,0.884
18BYD20632,0.844,0.888
18BYD20633,0.834,0.874
18BYD20634,0.824,0.885
18BYD20635,0.842,0.888
18BYD20636,0.812,0.88
18BYD20637,0.854,0.886
18BYD20638,0.86,0.907
18BYD20639,0.868,0.915
18BYD20640,0.837,0.907
18BYD20641,0.892,0.929
18BYD20642,0.873,0.907
18BYD20643,0.848,0.906
18BYD20644,0.855,0.917
18BYD20645,0.839,0.912
18BYD20646,0.866,0.912
18BYD20647,0.863,0.907
18BYD20648,0.872,0.913
18BYD20649,0.86,0.92
18BYD20650,0.843,0.914
18BYD20651,0.868,0.917
18BYD20652,0.856,0.909
18BYD20653,0.873,0.916
18BYD20654,0.867,0.91
18BYD20655,0.858,0.915
18BYD20656,0.861,0.915
18BYD20657,0.861,0.904
18BYD20658,0.85,0.89
18BYD20659,0.873,0.906
18BYD20660,0.849,0.9
18BYD20661,0.868,0.896
18BYD20662,0.853,0.905
18BYD20663,0.865,0.908
18BYD20664,0.857,0.899
18BYD20665,0.808,0.881
18BYD20666,0.879,0.914
18BYD20667,0.843,0.88
18BYD20668,0.819,0.869
18BYD20669,0.857,0.882
18BYD20670,0.836,0.889
18BYD20671,0.835,0.882
18BYD20672,0.837,0.879
18BYD20673,0.821,0.881
18BYD20674,0.844,0.888
18BYD20675,0.844,0.889
18BYD20676,0.88,0.914
18BYD20677,0.878,0.909
18BYD20678,0.841,0.896
18BYD20679,0.834,0.882
18BYD20680,0.835,0.882
18BYD20681,0.87,0.904
18BYD20682,0.859,0.887
18BYD20683,0.823,0.863
18BYD20684,0.847,0.879
18BYD20685,0.819,0.92
18BYD20686,0.814,0.896
18BYD20687,0.874,0.924
18BYD20688,0.886,0.928
18BYD20689,0.87,0.912
18BYD20690,0.873,0.903
18BYD20691,0.887,0.932
18BYD20692,0.89,0.92
18BYD20693,0.901,0.943
18BYD20694,0.886,0.92
18BYD20695,0.88,0.926
18BYD20696,0.861,0.919
18BYD20697,0.862,0.895
18BYD20698,0.848,0.9
18BYD20699,0.87,0.904
18BYD20700,0.876,0.902
18BYD20701,0.821,0.889
18BYD20702,0.865,0.901
18BYD20703,0.826,0.888
18BYD20704,0.798,0.876
18BYD20705,0.828,0.893
18BYD20706,0.862,0.911
18BYD20707,0.826,0.886
18BYD20708,0.826,0.889
18BYD20709,0.843,0.904
18BYD20710,0.89,0.917
18BYD20711,0.871,0.898
18BYD20712,0.876,0.907
18BYD20713,0.858,0.915
18BYD20714,0.824,0.905
18BYD20715,0.818,0.897
18BYD20716,0.855,0.897
18BYD20717,0.837,0.909
18BYD20718,0.81,0.899
18BYD20719,0.83,0.888
18BYD20720,0.856,0.896
