Plot_ID,Mean,Mode
18BYD20128,0.843,0.863
18BYD20129,0.82,0.851
18BYD20130,0.786,0.837
18BYD20131,0.829,0.864
18BYD20132,0.826,0.845
18BYD20133,0.753,0.827
18BYD20134,0.801,0.821
18BYD20135,0.771,0.828
18BYD20136,0.736,0.796
18BYD20137,0.735,0.78
18BYD20138,0.722,0.777
18BYD20139,0.827,0.855
18BYD20140,0.793,0.82
18BYD20141,0.786,0.824
18BYD20142,0.777,0.802
18BYD20143,0.812,0.842
18BYD20144,0.875,0.883
18BYD20145,0.827,0.856
18BYD20146,0.816,0.828
18BYD20147,0.768,0.804
18BYD20148,0.784,0.828
18BYD20149,0.775,0.813
18BYD20150,0.813,0.857
18BYD20151,0.674,0.73
18BYD20152,0.683,0.73
18BYD20153,0.69,0.728
18BYD20154,0.752,0.78
18BYD20155,0.703,0.741
18BYD20156,0.671,0.697
18BYD20157,0.734,0.797
18BYD20158,0.771,0.796
18BYD20159,0.753,0.804
18BYD20160,0.752,0.792
18BYD20161,0.774,0.823
18BYD20162,0.8,0.824
18BYD20163,0.764,0.786
18BYD20164,0.7,0.725
18BYD20165,0.725,0.765
18BYD20166,0.737,0.788
18BYD20167,0.767,0.763
18BYD20168,0.753,0.807
18BYD20169,0.65,0.721
18BYD20170,0.656,0.665
18BYD20171,0.659,0.709
18BYD20172,0.736,0.783
18BYD20173,0.754,0.805
18BYD20174,0.693,0.736
18BYD20175,0.754,0.807
18BYD20176,0.72,0.756
18BYD20177,0.661,0.698
18BYD20178,0.692,0.713
18BYD20179,0.677,0.713
18BYD20180,0.741,0.763
18BYD20181,0.753,0.814
18BYD20182,0.753,0.794
18BYD20183,0.793,0.83
18BYD20184,0.786,0.825
18BYD20185,0.856,0.865
18BYD20186,0.855,0.871
18BYD20187,0.857,0.868
18BYD20188,0.818,0.837
18BYD20189,0.818,0.84
18BYD20190,0.837,0.87
18BYD20191,0.807,0.831
18BYD20192,0.758,0.792
18BYD20193,0.789,0.831
18BYD20194,0.8,0.836
18BYD20195,0.791,0.832
18BYD20196,0.755,0.821
18BYD20197,0.751,0.784
18BYD20198,0.718,0.765
18BYD20199,0.782,0.813
18BYD20200,0.744,0.81
18BYD20201,0.748,0.762
18BYD20202,0.705,0.755
18BYD20203,0.756,0.797
18BYD20204,0.74,0.785
18BYD20205,0.763,0.787
18BYD20206,0.818,0.855
18BYD20207,0.841,0.863
18BYD20208,0.739,0.779
18BYD20209,0.801,0.837
18BYD20210,0.803,0.836
18BYD20211,0.8,0.817
18BYD20212,0.836,0.856
18BYD20213,0.798,0.844
18BYD20214,0.807,0.826
18BYD20215,0.835,0.853
18BYD20216,0.766,0.837
18BYD20217,0.796,0.822
18BYD20218,0.842,0.856
18BYD20219,0.867,0.873
18BYD20220,0.848,0.865
18BYD20221,0.812,0.847
18BYD20222,0.85,0.86
18BYD20223,0.805,0.84
18BYD20224,0.794,0.806
18BYD20225,0.87,0.885
18BYD20226,0.782,0.822
18BYD20227,0.814,0.839
18BYD20228,0.811,0.838
18BYD20229,0.804,0.825
18BYD20230,0.834,0.86
18BYD20231,0.793,0.853
18BYD20232,0.823,0.858
18BYD20233,0.808,0.872
18BYD20234,0.837,0.872
18BYD20235,0.853,0.88
18BYD20236,0.825,0.843
18BYD20237,0.829,0.853
18BYD20238,0.808,0.826
18BYD20239,0.833,0.862
18BYD20240,0.81,0.841
18BYD20241,0.78,0.78
18BYD20242,0.836,0.854
18BYD20243,0.806,0.809
18BYD20244,0.772,0.803
18BYD20245,0.749,0.791
18BYD20246,0.7,0.739
18BYD20247,0.805,0.84
18BYD20248,0.814,0.838
18BYD20249,0.852,0.869
18BYD20250,0.81,0.855
18BYD20251,0.833,0.865
18BYD20252,0.862,0.884
18BYD20253,0.805,0.835
18BYD20254,0.792,0.835
18BYD20255,0.777,0.825
18BYD20256,0.786,0.815
18BYD20257,0.764,0.81
18BYD20258,0.698,0.707
18BYD20259,0.694,0.724
18BYD20260,0.744,0.737
18BYD20261,0.749,0.774
18BYD20262,0.74,0.791
18BYD20263,0.778,0.791
18BYD20264,0.803,0.848
18BYD20265,0.775,0.818
18BYD20266,0.825,0.844
18BYD20267,0.822,0.834
18BYD20268,0.83,0.856
18BYD20269,0.818,0.842
18BYD20270,0.763,0.799
18BYD20271,0.822,0.849
18BYD20272,0.781,0.844
18BYD20273,0.81,0.85
18BYD20274,0.746,0.775
18BYD20275,0.768,0.818
18BYD20276,0.815,0.852
18BYD20277,0.836,0.864
18BYD20278,0.78,0.801
18BYD20279,0.796,0.821
18BYD20280,0.804,0.81
18BYD20281,0.809,0.839
18BYD20282,0.811,0.844
18BYD20283,0.82,0.841
18BYD20284,0.787,0.822
18BYD20285,0.788,0.821
18BYD20286,0.808,0.842
18BYD20287,0.809,0.847
18BYD20288,0.76,0.791
18BYD20289,0.731,0.739
18BYD20290,0.769,0.793
18BYD20291,0.78,0.816
18BYD20292,0.722,0.746
18BYD20293,0.758,0.768
18BYD20294,0.827,0.842
18BYD20295,0.805,0.839
18BYD20296,0.846,0.856
18BYD20297,0.811,0.825
18BYD20298,0.692,0.734
18BYD20299,0.765,0.799
18BYD20300,0.725,0.775
18BYD20301,0.756,0.777
18BYD20302,0.775,0.788
18BYD20303,0.737,0.761
18BYD20304,0.726,0.735
18BYD20305,0.747,0.83
18BYD20306,0.724,0.751
18BYD20307,0.773,0.804
18BYD20308,0.799,0.82
18BYD20309,0.739,0.763
18BYD20310,0.716,0.72
18BYD20311,0.762,0.791
18BYD20312,0.73,0.784
18BYD20313,0.719,0.774
18BYD20314,0.766,0.811
18BYD20315,0.815,0.838
18BYD20316,0.716,0.752
18BYD20317,0.746,0.779
18BYD20318,0.745,0.771
18BYD20319,0.81,0.827
18BYD20320,0.75,0.813
18BYD20321,0.679,0.752
18BYD20322,0.74,0.753
18BYD20323,0.715,0.751
18BYD20324,0.723,0.756
18BYD20325,0.647,0.655
18BYD20326,0.69,0.704
18BYD20327,0.772,0.821
18BYD20328,0.683,0.717
18BYD20329,0.683,0.698
18BYD20330,0.728,0.757
18BYD20331,0.723,0.757
18BYD20332,0.725,0.776
18BYD20333,0.73,0.721
18BYD20334,0.728,0.754
18BYD20335,0.788,0.828
18BYD20336,0.766,0.788
18BYD20337,0.854,0.871
18BYD20338,0.789,0.821
18BYD20339,0.752,0.811
18BYD20340,0.758,0.839
18BYD20341,0.706,0.727
18BYD20342,0.688,0.72
18BYD20343,0.689,0.747
18BYD20344,0.687,0.708
18BYD20345,0.762,0.808
18BYD20346,0.777,0.802
18BYD20347,0.729,0.786
18BYD20348,0.793,0.812
18BYD20349,0.776,0.809
18BYD20350,0.69,0.735
18BYD20351,0.727,0.761
18BYD20352,0.761,0.777
18BYD20353,0.718,0.754
18BYD20354,0.748,0.809
18BYD20355,0.745,0.778
18BYD20356,0.752,0.805
18BYD20357,0.751,0.774
18BYD20358,0.738,0.785
18BYD20359,0.711,0.739
18BYD20360,0.73,0.774
18BYD20361,0.783,0.805
18BYD20362,0.815,0.843
18BYD20363,0.862,0.866
18BYD20364,0.816,0.847
18BYD20365,0.821,0.845
18BYD20366,0.809,0.831
18BYD20367,0.863,0.874
18BYD20368,0.865,0.878
18BYD20369,0.829,0.848
18BYD20370,0.798,0.833
18BYD20371,0.813,0.852
18BYD20372,0.827,0.851
18BYD20373,0.758,0.791
18BYD20374,0.781,0.842
18BYD20375,0.809,0.845
18BYD20376,0.806,0.843
18BYD20377,0.798,0.837
18BYD20378,0.818,0.84
18BYD20379,0.78,0.842
18BYD20380,0.799,0.827
18BYD20381,0.749,0.816
18BYD20382,0.791,0.838
18BYD20383,0.841,0.857
18BYD20384,0.842,0.871
18BYD20385,0.815,0.842
18BYD20386,0.835,0.86
18BYD20387,0.801,0.849
18BYD20388,0.822,0.851
18BYD20389,0.795,0.84
18BYD20390,0.825,0.858
18BYD20391,0.832,0.863
18BYD20392,0.851,0.872
18BYD20393,0.775,0.809
18BYD20394,0.823,0.861
18BYD20395,0.813,0.851
18BYD20396,0.844,0.885
18BYD20397,0.838,0.863
18BYD20398,0.812,0.848
18BYD20399,0.825,0.844
18BYD20400,0.803,0.829
18BYD20401,0.783,0.821
18BYD20402,0.801,0.848
18BYD20403,0.835,0.855
18BYD20404,0.795,0.835
18BYD20405,0.826,0.864
18BYD20406,0.795,0.835
18BYD20407,0.784,0.808
18BYD20408,0.795,0.856
18BYD20409,0.795,0.832
18BYD20410,0.809,0.832
18BYD20411,0.806,0.862
18BYD20412,0.746,0.779
18BYD20413,0.753,0.799
18BYD20414,0.766,0.827
18BYD20415,0.736,0.752
18BYD20416,0.735,0.764
18BYD20417,0.774,0.808
18BYD20418,0.789,0.819
18BYD20419,0.84,0.858
18BYD20420,0.778,0.813
18BYD20421,0.784,0.842
18BYD20422,0.765,0.82
18BYD20423,0.862,0.879
18BYD20424,0.827,0.852
18BYD20425,0.817,0.854
18BYD20426,0.857,0.867
18BYD20427,0.751,0.794
18BYD20428,0.76,0.804
18BYD20429,0.733,0.773
18BYD20430,0.732,0.763
18BYD20431,0.799,0.831
18BYD20432,0.662,0.67
18BYD20433,0.686,0.708
18BYD20434,0.716,0.725
18BYD20435,0.739,0.768
18BYD20436,0.749,0.795
18BYD20437,0.77,0.808
18BYD20438,0.728,0.755
18BYD20439,0.758,0.771
18BYD20440,0.793,0.819
18BYD20441,0.804,0.841
18BYD20442,0.739,0.783
18BYD20443,0.758,0.83
18BYD20444,0.734,0.771
18BYD20445,0.669,0.72
18BYD20446,0.711,0.731
18BYD20447,0.657,0.666
18BYD20448,0.703,0.717
18BYD20449,0.679,0.675
18BYD20450,0.669,0.707
18BYD20451,0.784,0.842
18BYD20452,0.772,0.803
18BYD20453,0.729,0.748
18BYD20454,0.723,0.74
18BYD20455,0.75,0.777
18BYD20456,0.699,0.701
18BYD20457,0.792,0.812
18BYD20458,0.759,0.797
18BYD20459,0.754,0.815
18BYD20460,0.74,0.784
18BYD20461,0.758,0.796
18BYD20462,0.789,0.826
18BYD20463,0.747,0.791
18BYD20464,0.753,0.776
18BYD20465,0.718,0.753
18BYD20466,0.835,0.854
18BYD20467,0.736,0.778
18BYD20468,0.707,0.728
18BYD20469,0.721,0.735
18BYD20470,0.743,0.794
18BYD20471,0.772,0.794
18BYD20472,0.696,0.733
18BYD20473,0.766,0.794
18BYD20474,0.74,0.799
18BYD20475,0.732,0.761
18BYD20476,0.768,0.797
18BYD20477,0.717,0.733
18BYD20478,0.712,0.742
18BYD20479,0.721,0.738
18BYD20480,0.727,0.755
18BYD20481,0.753,0.799
18BYD20482,0.786,0.831
18BYD20483,0.701,0.711
18BYD20484,0.7,0.728
18BYD20485,0.706,0.718
18BYD20486,0.688,0.648
18BYD20487,0.726,0.761
18BYD20488,0.753,0.777
18BYD20489,0.786,0.837
18BYD20490,0.737,0.766
18BYD20491,0.771,0.792
18BYD20492,0.776,0.803
18BYD20493,0.746,0.768
18BYD20494,0.721,0.776
18BYD20495,0.72,0.761
18BYD20496,0.704,0.744
18BYD20497,0.723,0.737
18BYD20498,0.685,0.738
18BYD20499,0.7,0.733
18BYD20500,0.728,0.762
18BYD20501,0.797,0.826
18BYD20502,0.781,0.804
18BYD20503,0.708,0.751
18BYD20504,0.671,0.678
18BYD20505,0.704,0.757
18BYD20506,0.634,0.673
18BYD20507,0.668,0.72
18BYD20508,0.694,0.72
18BYD20509,0.724,0.75
18BYD20510,0.704,0.765
18BYD20511,0.743,0.776
18BYD20512,0.702,0.723
18BYD20513,0.658,0.703
18BYD20514,0.671,0.697
18BYD20515,0.741,0.799
18BYD20516,0.695,0.739
18BYD20517,0.776,0.795
18BYD20518,0.758,0.788
18BYD20519,0.752,0.784
18BYD20520,0.695,0.737
18BYD20521,0.746,0.806
18BYD20522,0.725,0.732
18BYD20523,0.71,0.735
18BYD20524,0.656,0.742
18BYD20525,0.772,0.801
18BYD20526,0.689,0.711
18BYD20527,0.707,0.722
18BYD20528,0.683,0.7
18BYD20529,0.689,0.736
18BYD20530,0.672,0.656
18BYD20531,0.678,0.716
18BYD20532,0.729,0.744
18BYD20533,0.73,0.736
18BYD20534,0.701,0.739
18BYD20535,0.711,0.742
18BYD20536,0.742,0.779
18BYD20537,0.798,0.844
18BYD20538,0.754,0.83
18BYD20539,0.734,0.805
18BYD20540,0.77,0.811
18BYD20541,0.739,0.753
18BYD20542,0.742,0.731
18BYD20543,0.775,0.805
18BYD20544,0.771,0.81
18BYD20545,0.819,0.855
18BYD20546,0.816,0.839
18BYD20547,0.84,0.862
18BYD20548,0.813,0.852
18BYD20549,0.84,0.873
18BYD20550,0.817,0.865
18BYD20551,0.839,0.865
18BYD20552,0.804,0.849
18BYD20553,0.809,0.853
18BYD20554,0.82,0.865
18BYD20555,0.818,0.832
18BYD20556,0.844,0.865
18BYD20557,0.78,0.823
18BYD20558,0.745,0.786
18BYD20559,0.796,0.831
18BYD20560,0.83,0.861
18BYD20561,0.826,0.864
18BYD20562,0.799,0.843
18BYD20563,0.823,0.866
18BYD20564,0.758,0.819
18BYD20565,0.805,0.836
18BYD20566,0.869,0.883
18BYD20567,0.873,0.892
18BYD20568,0.869,0.88
18BYD20569,0.848,0.872
18BYD20570,0.801,0.856
18BYD20571,0.808,0.86
18BYD20572,0.858,0.879
18BYD20573,0.841,0.867
18BYD20574,0.825,0.858
18BYD20575,0.852,0.873
18BYD20576,0.791,0.841
18BYD20577,0.848,0.877
18BYD20578,0.854,0.879
18BYD20579,0.817,0.855
18BYD20580,0.864,0.891
18BYD20581,0.855,0.879
18BYD20582,0.846,0.872
18BYD20583,0.867,0.889
18BYD20584,0.839,0.872
18BYD20585,0.847,0.872
18BYD20586,0.85,0.87
18BYD20587,0.833,0.861
18BYD20588,0.8,0.843
18BYD20589,0.813,0.855
18BYD20590,0.816,0.846
18BYD20591,0.827,0.857
18BYD20592,0.795,0.847
18BYD20593,0.825,0.861
18BYD20594,0.813,0.866
18BYD20595,0.788,0.838
18BYD20596,0.849,0.874
18BYD20597,0.865,0.873
18BYD20598,0.828,0.86
18BYD20599,0.814,0.853
18BYD20600,0.813,0.861
18BYD20601,0.788,0.822
18BYD20602,0.846,0.868
18BYD20603,0.823,0.86
18BYD20604,0.843,0.87
18BYD20605,0.821,0.848
18BYD20606,0.845,0.858
18BYD20607,0.83,0.869
18BYD20608,0.869,0.884
18BYD20609,0.848,0.862
18BYD20610,0.827,0.852
18BYD20611,0.859,0.875
18BYD20612,0.826,0.868
18BYD20613,0.839,0.859
18BYD20614,0.826,0.84
18BYD20615,0.802,0.855
18BYD20616,0.864,0.878
18BYD20617,0.85,0.878
18BYD20618,0.83,0.855
18BYD20619,0.838,0.875
18BYD20620,0.834,0.862
18BYD20621,0.822,0.853
18BYD20622,0.822,0.852
18BYD20623,0.835,0.858
18BYD20624,0.805,0.842
18BYD20625,0.827,0.846
18BYD20626,0.817,0.863
18BYD20627,0.787,0.841
18BYD20628,0.813,0.834
18BYD20629,0.814,0.837
18BYD20630,0.798,0.842
18BYD20631,0.848,0.859
18BYD20632,0.827,0.849
18BYD20633,0.808,0.851
18BYD20634,0.794,0.854
18BYD20635,0.833,0.855
18BYD20636,0.802,0.859
18BYD20637,0.831,0.86
18BYD20638,0.832,0.847
18BYD20639,0.83,0.855
18BYD20640,0.844,0.865
18BYD20641,0.862,0.874
18BYD20642,0.841,0.866
18BYD20643,0.833,0.853
18BYD20644,0.859,0.887
18BYD20645,0.85,0.871
18BYD20646,0.854,0.871
18BYD20647,0.808,0.832
18BYD20648,0.826,0.845
18BYD20649,0.812,0.832
18BYD20650,0.858,0.874
18BYD20651,0.864,0.878
18BYD20652,0.853,0.869
18BYD20653,0.846,0.881
18BYD20654,0.837,0.857
18BYD20655,0.846,0.86
18BYD20656,0.853,0.865
18BYD20657,0.832,0.85
18BYD20658,0.84,0.871
18BYD20659,0.866,0.876
18BYD20660,0.839,0.864
18BYD20661,0.876,0.889
18BYD20662,0.841,0.875
18BYD20663,0.871,0.887
18BYD20664,0.801,0.842
18BYD20665,0.787,0.83
18BYD20666,0.835,0.864
18BYD20667,0.804,0.813
18BYD20668,0.81,0.853
18BYD20669,0.854,0.866
18BYD20670,0.844,0.865
18BYD20671,0.833,0.858
18BYD20672,0.807,0.837
18BYD20673,0.837,0.868
18BYD20674,0.887,0.896
18BYD20675,0.852,0.884
18BYD20676,0.825,0.848
18BYD20677,0.83,0.851
18BYD20678,0.846,0.867
18BYD20679,0.818,0.839
18BYD20680,0.839,0.854
18BYD20681,0.853,0.866
18BYD20682,0.82,0.851
18BYD20683,0.794,0.852
18BYD20684,0.793,0.821
18BYD20685,0.726,0.771
18BYD20686,0.743,0.756
18BYD20687,0.868,0.884
18BYD20688,0.854,0.874
18BYD20689,0.847,0.875
18BYD20690,0.843,0.863
18BYD20691,0.828,0.856
18BYD20692,0.847,0.868
18BYD20693,0.817,0.83
18BYD20694,0.828,0.848
18BYD20695,0.819,0.85
18BYD20696,0.837,0.856
18BYD20697,0.815,0.838
18BYD20698,0.841,0.864
18BYD20699,0.832,0.852
18BYD20700,0.837,0.86
18BYD20701,0.75,0.79
18BYD20702,0.81,0.826
18BYD20703,0.762,0.804
18BYD20704,0.735,0.825
18BYD20705,0.798,0.826
18BYD20706,0.855,0.88
18BYD20707,0.811,0.846
18BYD20708,0.83,0.861
18BYD20709,0.81,0.858
18BYD20710,0.853,0.882
18BYD20711,0.858,0.877
18BYD20712,0.842,0.868
18BYD20713,0.805,0.834
18BYD20714,0.773,0.821
18BYD20715,0.839,0.871
18BYD20716,0.828,0.862
18BYD20717,0.819,0.867
18BYD20718,0.765,0.837
18BYD20719,0.741,0.777
18BYD20720,0.761,0.773
