Plot_ID,Median,Mode
18-OBR-YTBW-B5I-1937,66,47
18-OBR-YTBW-B5I-1938,56,45
18-OBR-YTBW-B5I-1939,64,48
18-OBR-YTBW-B5I-1940,63,50
18-OBR-YTBW-B5I-1941,59,45
18-OBR-YTBW-B5I-1942,60,44
18-OBR-YTBW-B5I-1943,72,44
18-OBR-YTBW-B5I-1944,71,47
18-OBR-YTBW-B5I-1945,72,42
18-OBR-YTBW-B5I-1946,57,47
18-OBR-YTBW-B5I-1947,53,45
18-OBR-YTBW-B5I-1948,63,50
18-OBR-YTBW-B5I-1949,55,43
18-OBR-YTBW-B5I-1950,95,66
18-OBR-YTBW-B5I-1951,76,51
18-OBR-YTBW-B5I-1952,59,44
18-OBR-YTBW-B5I-1953,80,55
18-OBR-YTBW-B5I-1954,58,46
18-OBR-YTBW-B5I-1955,75,53
18-OBR-YTBW-B5I-1956,74,49
18-OBR-YTBW-B5I-1957,73,48
18-OBR-YTBW-B5I-1958,60,52
18-OBR-YTBW-B5I-1959,60,44
18-OBR-YTBW-B5I-1960,62,48
18-OBR-YTBW-B5I-2001,65,46
18-OBR-YTBW-B5I-2002,62,42
18-OBR-YTBW-B5I-2003,75,44
18-OBR-YTBW-B5I-2004,77,52
18-OBR-YTBW-B5I-2005,68,45
18-OBR-YTBW-B5I-2006,58,47
18-OBR-YTBW-B5I-2007,51,45
18-OBR-YTBW-B5I-2008,54,45
18-OBR-YTBW-B5I-2009,69,50
18-OBR-YTBW-B5I-201,64,53
18-OBR-YTBW-B5I-2010,72,44
18-OBR-YTBW-B5I-2011,94,59
18-OBR-YTBW-B5I-2012,73,43
18-OBR-YTBW-B5I-2013,47,41
18-OBR-YTBW-B5I-2014,44,41
18-OBR-YTBW-B5I-2015,56,47
18-OBR-YTBW-B5I-2016,65,45
18-OBR-YTBW-B5I-2017,57,47
18-OBR-YTBW-B5I-2018,81,52
18-OBR-YTBW-B5I-2019,65,44
18-OBR-YTBW-B5I-202,67,46
18-OBR-YTBW-B5I-2020,68,47
18-OBR-YTBW-B5I-2021,82,55
18-OBR-YTBW-B5I-2022,69,45
18-OBR-YTBW-B5I-2023,63,40
18-OBR-YTBW-B5I-2024,45,38
18-OBR-YTBW-B5I-2025,46,34
18-OBR-YTBW-B5I-2026,51,44
18-OBR-YTBW-B5I-2027,56,39
18-OBR-YTBW-B5I-2028,53,42
18-OBR-YTBW-B5I-2029,65,45
18-OBR-YTBW-B5I-203,56,44
18-OBR-YTBW-B5I-2030,46,37
18-OBR-YTBW-B5I-2031,55,45
18-OBR-YTBW-B5I-2032,54,45
18-OBR-YTBW-B5I-2033,58,46
18-OBR-YTBW-B5I-2034,57,39
18-OBR-YTBW-B5I-2035,61,41
18-OBR-YTBW-B5I-2036,53,47
18-OBR-YTBW-B5I-2037,72,46
18-OBR-YTBW-B5I-2038,57,43
18-OBR-YTBW-B5I-2039,58,48
18-OBR-YTBW-B5I-204,61,44
18-OBR-YTBW-B5I-2040,80,52
18-OBR-YTBW-B5I-2041,60,50
18-OBR-YTBW-B5I-2042,53,47
18-OBR-YTBW-B5I-2043,82,57
18-OBR-YTBW-B5I-2044,72,49
18-OBR-YTBW-B5I-2045,58,48
18-OBR-YTBW-B5I-2046,81,55
18-OBR-YTBW-B5I-2047,65,54
18-OBR-YTBW-B5I-2048,76,54
18-OBR-YTBW-B5I-2049,63,47
18-OBR-YTBW-B5I-205,56,42
18-OBR-YTBW-B5I-2050,80,51
18-OBR-YTBW-B5I-2051,80,53
18-OBR-YTBW-B5I-2052,70,52
18-OBR-YTBW-B5I-2053,46,41
18-OBR-YTBW-B5I-2054,68,45
18-OBR-YTBW-B5I-2055,57,48
18-OBR-YTBW-B5I-2056,88,53
18-OBR-YTBW-B5I-2057,52,43
18-OBR-YTBW-B5I-2058,58,48
18-OBR-YTBW-B5I-2059,58,46
18-OBR-YTBW-B5I-206,52,39
18-OBR-YTBW-B5I-2060,76,57
18-OBR-YTBW-B5I-207,57,45
18-OBR-YTBW-B5I-208,71,46
18-OBR-YTBW-B5I-209,59,48
18-OBR-YTBW-B5I-210,47,44
18-OBR-YTBW-B5I-2101,65,42
18-OBR-YTBW-B5I-2102,58,50
18-OBR-YTBW-B5I-2103,61,47
18-OBR-YTBW-B5I-2104,48,40
18-OBR-YTBW-B5I-2105,57,38
18-OBR-YTBW-B5I-2106,44,46
18-OBR-YTBW-B5I-2107,47,46
18-OBR-YTBW-B5I-2108,48,42
18-OBR-YTBW-B5I-2109,73,53
18-OBR-YTBW-B5I-211,64,47
18-OBR-YTBW-B5I-2110,70,51
18-OBR-YTBW-B5I-2111,75,51
18-OBR-YTBW-B5I-2112,84,59
18-OBR-YTBW-B5I-2113,78,54
18-OBR-YTBW-B5I-2114,63,41
18-OBR-YTBW-B5I-2115,59,50
18-OBR-YTBW-B5I-2116,61,45
18-OBR-YTBW-B5I-2117,52,30
18-OBR-YTBW-B5I-2118,58,43
18-OBR-YTBW-B5I-2119,65,41
18-OBR-YTBW-B5I-212,68,52
18-OBR-YTBW-B5I-2120,93,62
18-OBR-YTBW-B5I-2121,73,46
18-OBR-YTBW-B5I-2122,93,58
18-OBR-YTBW-B5I-2123,60,44
18-OBR-YTBW-B5I-2124,50,40
18-OBR-YTBW-B5I-2125,67,52
18-OBR-YTBW-B5I-2126,70,45
18-OBR-YTBW-B5I-2127,84,50
18-OBR-YTBW-B5I-2128,69,50
18-OBR-YTBW-B5I-2129,65,49
18-OBR-YTBW-B5I-213,79,53
18-OBR-YTBW-B5I-2130,65,40
18-OBR-YTBW-B5I-2131,71,47
18-OBR-YTBW-B5I-2132,65,49
18-OBR-YTBW-B5I-2133,65,43
18-OBR-YTBW-B5I-2134,56,44
18-OBR-YTBW-B5I-2135,74,48
18-OBR-YTBW-B5I-2136,50,40
18-OBR-YTBW-B5I-2137,51,41
18-OBR-YTBW-B5I-2138,55,55
18-OBR-YTBW-B5I-2139,80,44
18-OBR-YTBW-B5I-214,84,56
18-OBR-YTBW-B5I-2140,76,50
18-OBR-YTBW-B5I-2141,89,50
18-OBR-YTBW-B5I-2142,74,48
18-OBR-YTBW-B5I-2143,68,43
18-OBR-YTBW-B5I-2144,56,41
18-OBR-YTBW-B5I-2145,72,48
18-OBR-YTBW-B5I-2146,50,49
18-OBR-YTBW-B5I-2147,48,50
18-OBR-YTBW-B5I-2148,64,40
18-OBR-YTBW-B5I-2149,61,52
18-OBR-YTBW-B5I-215,67,57
18-OBR-YTBW-B5I-2150,64,55
18-OBR-YTBW-B5I-2151,101,71
18-OBR-YTBW-B5I-2152,102,63
18-OBR-YTBW-B5I-2153,83,50
18-OBR-YTBW-B5I-2154,59,40
18-OBR-YTBW-B5I-2155,63,51
18-OBR-YTBW-B5I-2156,69,44
18-OBR-YTBW-B5I-2157,72,45
18-OBR-YTBW-B5I-2158,56,49
18-OBR-YTBW-B5I-2159,60,53
18-OBR-YTBW-B5I-216,69,48
18-OBR-YTBW-B5I-2160,59,44
18-OBR-YTBW-B5I-217,76,52
18-OBR-YTBW-B5I-218,73,53
18-OBR-YTBW-B5I-219,54,40
18-OBR-YTBW-B5I-220,83,67
18-OBR-YTBW-B5I-2201,66,48
18-OBR-YTBW-B5I-2202,60,53
18-OBR-YTBW-B5I-2203,63,49
18-OBR-YTBW-B5I-2204,60,45
18-OBR-YTBW-B5I-2205,61,44
18-OBR-YTBW-B5I-2206,60,47
18-OBR-YTBW-B5I-2207,54,38
18-OBR-YTBW-B5I-2208,59,46
18-OBR-YTBW-B5I-2209,84,45
18-OBR-YTBW-B5I-221,68,55
18-OBR-YTBW-B5I-2210,87,47
18-OBR-YTBW-B5I-2211,78,57
18-OBR-YTBW-B5I-2212,56,44
18-OBR-YTBW-B5I-2213,70,48
18-OBR-YTBW-B5I-2214,68,46
18-OBR-YTBW-B5I-2215,53,43
18-OBR-YTBW-B5I-2216,66,48
18-OBR-YTBW-B5I-2217,54,42
18-OBR-YTBW-B5I-2218,84,58
18-OBR-YTBW-B5I-2219,60,43
18-OBR-YTBW-B5I-222,58,45
18-OBR-YTBW-B5I-2220,78,42
18-OBR-YTBW-B5I-2221,88,63
18-OBR-YTBW-B5I-2222,61,39
18-OBR-YTBW-B5I-2223,56,47
18-OBR-YTBW-B5I-2224,55,33
18-OBR-YTBW-B5I-2225,54,33
18-OBR-YTBW-B5I-2226,40,28
18-OBR-YTBW-B5I-2227,67,49
18-OBR-YTBW-B5I-2228,61,39
18-OBR-YTBW-B5I-2229,55,38
18-OBR-YTBW-B5I-223,60,42
18-OBR-YTBW-B5I-2230,56,51
18-OBR-YTBW-B5I-2231,72,45
18-OBR-YTBW-B5I-2232,76,53
18-OBR-YTBW-B5I-2233,61,44
18-OBR-YTBW-B5I-2234,60,41
18-OBR-YTBW-B5I-2235,62,46
18-OBR-YTBW-B5I-2236,67,49
18-OBR-YTBW-B5I-2237,58,38
18-OBR-YTBW-B5I-2238,55,47
18-OBR-YTBW-B5I-2239,66,42
18-OBR-YTBW-B5I-224,48,43
18-OBR-YTBW-B5I-2240,71,52
18-OBR-YTBW-B5I-2241,87,62
18-OBR-YTBW-B5I-2242,92,58
18-OBR-YTBW-B5I-2243,87,57
18-OBR-YTBW-B5I-2244,67,57
18-OBR-YTBW-B5I-2245,47,44
18-OBR-YTBW-B5I-2246,53,38
18-OBR-YTBW-B5I-2247,49,34
18-OBR-YTBW-B5I-2248,68,41
18-OBR-YTBW-B5I-2249,58,40
18-OBR-YTBW-B5I-225,68,57
18-OBR-YTBW-B5I-2250,80,45
18-OBR-YTBW-B5I-2251,80,43
18-OBR-YTBW-B5I-2252,85,46
18-OBR-YTBW-B5I-2253,57,39
18-OBR-YTBW-B5I-2254,47,39
18-OBR-YTBW-B5I-2255,72,48
18-OBR-YTBW-B5I-2256,74,46
18-OBR-YTBW-B5I-2257,66,48
18-OBR-YTBW-B5I-2258,76,49
18-OBR-YTBW-B5I-2259,82,49
18-OBR-YTBW-B5I-226,65,55
18-OBR-YTBW-B5I-2260,79,45
18-OBR-YTBW-B5I-227,56,46
18-OBR-YTBW-B5I-228,66,51
18-OBR-YTBW-B5I-229,82,51
18-OBR-YTBW-B5I-230,84,55
18-OBR-YTBW-B5I-2301,67,50
18-OBR-YTBW-B5I-2302,57,41
18-OBR-YTBW-B5I-2303,61,45
18-OBR-YTBW-B5I-2304,61,46
18-OBR-YTBW-B5I-2305,58,44
18-OBR-YTBW-B5I-2306,58,35
18-OBR-YTBW-B5I-2307,40,39
18-OBR-YTBW-B5I-2308,47,40
18-OBR-YTBW-B5I-2309,60,47
18-OBR-YTBW-B5I-231,64,50
18-OBR-YTBW-B5I-2310,65,43
18-OBR-YTBW-B5I-2311,67,49
18-OBR-YTBW-B5I-2312,60,44
18-OBR-YTBW-B5I-2313,65,51
18-OBR-YTBW-B5I-2314,53,51
18-OBR-YTBW-B5I-2315,46,41
18-OBR-YTBW-B5I-2316,43,38
18-OBR-YTBW-B5I-2317,53,42
18-OBR-YTBW-B5I-2318,56,33
18-OBR-YTBW-B5I-2319,59,42
18-OBR-YTBW-B5I-232,60,51
18-OBR-YTBW-B5I-2320,70,41
18-OBR-YTBW-B5I-2321,79,54
18-OBR-YTBW-B5I-2322,72,52
18-OBR-YTBW-B5I-2323,50,39
18-OBR-YTBW-B5I-2324,55,39
18-OBR-YTBW-B5I-2325,48,38
18-OBR-YTBW-B5I-2326,54,38
18-OBR-YTBW-B5I-2327,53,47
18-OBR-YTBW-B5I-2328,67,44
18-OBR-YTBW-B5I-2329,61,43
18-OBR-YTBW-B5I-233,59,47
18-OBR-YTBW-B5I-2330,82,51
18-OBR-YTBW-B5I-2331,57,45
18-OBR-YTBW-B5I-2332,53,46
18-OBR-YTBW-B5I-2333,55,41
18-OBR-YTBW-B5I-2334,44,43
18-OBR-YTBW-B5I-2335,59,41
18-OBR-YTBW-B5I-2336,56,40
18-OBR-YTBW-B5I-2337,50,36
18-OBR-YTBW-B5I-2338,50,33
18-OBR-YTBW-B5I-2339,78,46
18-OBR-YTBW-B5I-234,75,55
18-OBR-YTBW-B5I-2340,56,35
18-OBR-YTBW-B5I-2341,60,40
18-OBR-YTBW-B5I-2342,69,49
18-OBR-YTBW-B5I-2343,76,50
18-OBR-YTBW-B5I-2344,42,34
18-OBR-YTBW-B5I-2345,43,38
18-OBR-YTBW-B5I-2346,52,43
18-OBR-YTBW-B5I-2347,55,43
18-OBR-YTBW-B5I-2348,66,43
18-OBR-YTBW-B5I-2349,54,42
18-OBR-YTBW-B5I-235,66,49
18-OBR-YTBW-B5I-2350,80,42
18-OBR-YTBW-B5I-2351,76,46
18-OBR-YTBW-B5I-2352,80,45
18-OBR-YTBW-B5I-2353,55,46
18-OBR-YTBW-B5I-2354,48,31
18-OBR-YTBW-B5I-2355,49,35
18-OBR-YTBW-B5I-2356,59,47
18-OBR-YTBW-B5I-2357,74,57
18-OBR-YTBW-B5I-2358,51,38
18-OBR-YTBW-B5I-2359,72,44
18-OBR-YTBW-B5I-236,64,53
18-OBR-YTBW-B5I-2360,56,38
18-OBR-YTBW-B5I-237,65,47
18-OBR-YTBW-B5I-238,66,48
18-OBR-YTBW-B5I-239,70,49
18-OBR-YTBW-B5I-240,60,46
18-OBR-YTBW-B5I-2401,53,40
18-OBR-YTBW-B5I-2402,46,32
18-OBR-YTBW-B5I-2403,45,36
18-OBR-YTBW-B5I-2404,76,55
18-OBR-YTBW-B5I-2405,89,61
18-OBR-YTBW-B5I-2406,73,48
18-OBR-YTBW-B5I-2407,65,44
18-OBR-YTBW-B5I-2408,64,45
18-OBR-YTBW-B5I-2409,81,57
18-OBR-YTBW-B5I-241,79,52
18-OBR-YTBW-B5I-2410,79,47
18-OBR-YTBW-B5I-2411,80,41
18-OBR-YTBW-B5I-2412,54,35
18-OBR-YTBW-B5I-2413,66,52
18-OBR-YTBW-B5I-2414,37,34
18-OBR-YTBW-B5I-2415,50,39
18-OBR-YTBW-B5I-2416,59,41
18-OBR-YTBW-B5I-2417,60,57
18-OBR-YTBW-B5I-2418,69,38
18-OBR-YTBW-B5I-2419,87,46
18-OBR-YTBW-B5I-242,72,56
18-OBR-YTBW-B5I-2420,82,45
18-OBR-YTBW-B5I-2421,79,49
18-OBR-YTBW-B5I-2422,67,47
18-OBR-YTBW-B5I-2423,50,38
18-OBR-YTBW-B5I-2424,42,25
18-OBR-YTBW-B5I-2425,46,41
18-OBR-YTBW-B5I-2426,50,39
18-OBR-YTBW-B5I-2427,48,41
18-OBR-YTBW-B5I-2428,52,38
18-OBR-YTBW-B5I-2429,46,33
18-OBR-YTBW-B5I-243,83,53
18-OBR-YTBW-B5I-2430,47,35
18-OBR-YTBW-B5I-2431,51,37
18-OBR-YTBW-B5I-2432,72,46
18-OBR-YTBW-B5I-2433,57,44
18-OBR-YTBW-B5I-2434,57,50
18-OBR-YTBW-B5I-2435,53,41
18-OBR-YTBW-B5I-2436,64,45
18-OBR-YTBW-B5I-2437,57,42
18-OBR-YTBW-B5I-2438,67,46
18-OBR-YTBW-B5I-2439,55,33
18-OBR-YTBW-B5I-244,83,57
18-OBR-YTBW-B5I-2440,92,56
18-OBR-YTBW-B5I-2441,78,52
18-OBR-YTBW-B5I-2442,50,40
18-OBR-YTBW-B5I-2443,68,46
18-OBR-YTBW-B5I-2444,48,39
18-OBR-YTBW-B5I-2445,47,38
18-OBR-YTBW-B5I-2446,80,47
18-OBR-YTBW-B5I-2447,54,41
18-OBR-YTBW-B5I-2448,59,41
18-OBR-YTBW-B5I-2449,82,50
18-OBR-YTBW-B5I-245,79,52
18-OBR-YTBW-B5I-2450,61,42
18-OBR-YTBW-B5I-2451,77,50
18-OBR-YTBW-B5I-2452,69,46
18-OBR-YTBW-B5I-2453,52,44
18-OBR-YTBW-B5I-2454,49,45
18-OBR-YTBW-B5I-2455,72,59
18-OBR-YTBW-B5I-2456,76,52
18-OBR-YTBW-B5I-2457,46,42
18-OBR-YTBW-B5I-2458,72,51
18-OBR-YTBW-B5I-2459,46,36
18-OBR-YTBW-B5I-246,59,49
18-OBR-YTBW-B5I-2460,57,37
18-OBR-YTBW-B5I-247,59,39
18-OBR-YTBW-B5I-248,61,46
18-OBR-YTBW-B5I-249,56,40
18-OBR-YTBW-B5I-250,81,50
18-OBR-YTBW-B5I-2501,62,39
18-OBR-YTBW-B5I-2502,47,34
18-OBR-YTBW-B5I-2503,43,38
18-OBR-YTBW-B5I-2504,46,39
18-OBR-YTBW-B5I-2505,53,42
18-OBR-YTBW-B5I-2506,39,40
18-OBR-YTBW-B5I-2507,48,45
18-OBR-YTBW-B5I-2508,48,48
18-OBR-YTBW-B5I-2509,49,43
18-OBR-YTBW-B5I-251,61,44
18-OBR-YTBW-B5I-2510,57,42
18-OBR-YTBW-B5I-2511,66,43
18-OBR-YTBW-B5I-2512,52,38
18-OBR-YTBW-B5I-2513,56,46
18-OBR-YTBW-B5I-2514,61,51
18-OBR-YTBW-B5I-2515,84,55
18-OBR-YTBW-B5I-2516,50,43
18-OBR-YTBW-B5I-2517,53,37
18-OBR-YTBW-B5I-2518,62,32
18-OBR-YTBW-B5I-2519,63,47
18-OBR-YTBW-B5I-252,76,50
18-OBR-YTBW-B5I-2520,67,46
18-OBR-YTBW-B5I-2521,68,42
18-OBR-YTBW-B5I-2522,64,46
18-OBR-YTBW-B5I-2523,66,45
18-OBR-YTBW-B5I-2524,74,58
18-OBR-YTBW-B5I-2525,74,49
18-OBR-YTBW-B5I-2526,62,53
18-OBR-YTBW-B5I-2527,56,53
18-OBR-YTBW-B5I-2528,66,49
18-OBR-YTBW-B5I-2529,51,34
18-OBR-YTBW-B5I-253,68,52
18-OBR-YTBW-B5I-2530,52,35
18-OBR-YTBW-B5I-2531,51,38
18-OBR-YTBW-B5I-2532,49,35
18-OBR-YTBW-B5I-2533,53,42
18-OBR-YTBW-B5I-2534,87,54
18-OBR-YTBW-B5I-2535,57,46
18-OBR-YTBW-B5I-2536,56,44
18-OBR-YTBW-B5I-2537,81,52
18-OBR-YTBW-B5I-2538,44,45
18-OBR-YTBW-B5I-2539,78,56
18-OBR-YTBW-B5I-254,60,43
18-OBR-YTBW-B5I-2540,67,49
18-OBR-YTBW-B5I-2541,70,49
18-OBR-YTBW-B5I-2542,76,54
18-OBR-YTBW-B5I-2543,67,41
18-OBR-YTBW-B5I-2544,66,45
18-OBR-YTBW-B5I-2545,51,43
18-OBR-YTBW-B5I-2546,45,38
18-OBR-YTBW-B5I-2547,50,44
18-OBR-YTBW-B5I-2548,61,42
18-OBR-YTBW-B5I-2549,60,51
18-OBR-YTBW-B5I-255,66,40
18-OBR-YTBW-B5I-2550,70,42
18-OBR-YTBW-B5I-2551,68,48
18-OBR-YTBW-B5I-2552,67,43
18-OBR-YTBW-B5I-2553,70,40
18-OBR-YTBW-B5I-2554,42,33
18-OBR-YTBW-B5I-2555,43,35
18-OBR-YTBW-B5I-2556,50,41
18-OBR-YTBW-B5I-2557,42,34
18-OBR-YTBW-B5I-2558,48,46
18-OBR-YTBW-B5I-2559,72,47
18-OBR-YTBW-B5I-256,60,58
18-OBR-YTBW-B5I-2560,54,40
18-OBR-YTBW-B5I-257,79,60
18-OBR-YTBW-B5I-258,67,49
18-OBR-YTBW-B5I-259,54,45
18-OBR-YTBW-B5I-260,64,46
18-OBR-YTBW-B5I-2601,63,41
18-OBR-YTBW-B5I-2602,51,34
18-OBR-YTBW-B5I-2603,65,51
18-OBR-YTBW-B5I-2604,48,44
18-OBR-YTBW-B5I-2605,58,49
18-OBR-YTBW-B5I-2606,52,41
18-OBR-YTBW-B5I-2607,54,41
18-OBR-YTBW-B5I-2608,49,41
18-OBR-YTBW-B5I-2609,58,42
18-OBR-YTBW-B5I-2610,63,45
18-OBR-YTBW-B5I-2611,74,49
18-OBR-YTBW-B5I-2612,55,43
18-OBR-YTBW-B5I-2613,88,60
18-OBR-YTBW-B5I-2614,61,45
18-OBR-YTBW-B5I-2615,46,38
18-OBR-YTBW-B5I-2616,47,42
18-OBR-YTBW-B5I-2617,52,46
18-OBR-YTBW-B5I-2618,77,55
18-OBR-YTBW-B5I-2619,69,53
18-OBR-YTBW-B5I-2620,64,40
18-OBR-YTBW-B5I-2621,53,47
18-OBR-YTBW-B5I-2622,63,48
18-OBR-YTBW-B5I-2623,56,45
18-OBR-YTBW-B5I-2624,64,44
18-OBR-YTBW-B5I-2625,59,49
18-OBR-YTBW-B5I-2626,60,44
18-OBR-YTBW-B5I-2627,76,52
18-OBR-YTBW-B5I-2628,75,54
18-OBR-YTBW-B5I-2629,82,44
18-OBR-YTBW-B5I-2630,75,49
18-OBR-YTBW-B5I-2631,67,54
18-OBR-YTBW-B5I-2632,55,49
18-OBR-YTBW-B5I-2633,57,45
18-OBR-YTBW-B5I-2634,52,46
18-OBR-YTBW-B5I-2635,47,40
18-OBR-YTBW-B5I-2636,55,44
18-OBR-YTBW-B5I-2637,48,42
18-OBR-YTBW-B5I-2638,57,45
18-OBR-YTBW-B5I-2639,92,57
18-OBR-YTBW-B5I-2640,80,55
18-OBR-YTBW-B5I-2641,87,58
18-OBR-YTBW-B5I-2642,67,54
18-OBR-YTBW-B5I-2643,53,47
18-OBR-YTBW-B5I-2644,55,46
18-OBR-YTBW-B5I-2645,56,39
18-OBR-YTBW-B5I-2646,48,44
18-OBR-YTBW-B5I-2647,58,53
18-OBR-YTBW-B5I-2648,68,48
18-OBR-YTBW-B5I-2649,57,45
18-OBR-YTBW-B5I-2650,98,66
18-OBR-YTBW-B5I-2651,71,46
18-OBR-YTBW-B5I-2652,70,47
18-OBR-YTBW-B5I-2653,62,47
18-OBR-YTBW-B5I-2654,74,43
18-OBR-YTBW-B5I-2655,57,44
18-OBR-YTBW-B5I-2656,56,45
18-OBR-YTBW-B5I-2657,82,57
18-OBR-YTBW-B5I-2658,59,46
18-OBR-YTBW-B5I-2659,73,54
18-OBR-YTBW-B5I-2660,68,62
18-OBR-YTBW-B5I-2701,80,60
18-OBR-YTBW-B5I-2702,77,62
18-OBR-YTBW-B5I-2703,77,51
18-OBR-YTBW-B5I-2704,79,63
18-OBR-YTBW-B5I-2705,71,50
18-OBR-YTBW-B5I-2706,70,58
18-OBR-YTBW-B5I-2707,60,47
18-OBR-YTBW-B5I-2708,91,62
18-OBR-YTBW-B5I-2709,77,54
18-OBR-YTBW-B5I-2710,75,55
18-OBR-YTBW-B5I-2711,69,51
18-OBR-YTBW-B5I-2712,60,48
18-OBR-YTBW-B5I-2713,66,50
18-OBR-YTBW-B5I-2714,50,53
18-OBR-YTBW-B5I-2715,48,40
18-OBR-YTBW-B5I-2716,60,51
18-OBR-YTBW-B5I-2717,75,58
18-OBR-YTBW-B5I-2718,75,54
18-OBR-YTBW-B5I-2719,70,58
18-OBR-YTBW-B5I-2720,83,58
18-OBR-YTBW-B5I-2721,66,56
18-OBR-YTBW-B5I-2722,66,44
18-OBR-YTBW-B5I-2723,62,43
18-OBR-YTBW-B5I-2724,63,47
18-OBR-YTBW-B5I-2725,75,53
18-OBR-YTBW-B5I-2726,68,55
18-OBR-YTBW-B5I-2727,66,60
18-OBR-YTBW-B5I-2728,65,54
18-OBR-YTBW-B5I-2729,71,56
18-OBR-YTBW-B5I-2730,65,56
18-OBR-YTBW-B5I-2731,88,66
18-OBR-YTBW-B5I-2732,78,67
18-OBR-YTBW-B5I-2733,75,57
18-OBR-YTBW-B5I-2734,61,51
18-OBR-YTBW-B5I-2735,70,58
18-OBR-YTBW-B5I-2736,89,70
18-OBR-YTBW-B5I-2737,72,58
18-OBR-YTBW-B5I-2738,75,58
18-OBR-YTBW-B5I-2739,82,57
18-OBR-YTBW-B5I-2740,72,58
18-OBR-YTBW-B5I-2741,66,61
18-OBR-YTBW-B5I-2742,60,61
18-OBR-YTBW-B5I-2743,71,66
18-OBR-YTBW-B5I-2744,78,68
18-OBR-YTBW-B5I-2745,64,64
18-OBR-YTBW-B5I-2746,91,73
18-OBR-YTBW-B5I-2747,80,68
18-OBR-YTBW-B5I-2748,80,72
18-OBR-YTBW-B5I-2749,71,72
18-OBR-YTBW-B5I-2750,82,72
18-OBR-YTBW-B5I-2751,82,70
18-OBR-YTBW-B5I-2752,92,70
18-OBR-YTBW-B5I-2753,84,73
18-OBR-YTBW-B5I-2754,93,66
18-OBR-YTBW-B5I-2755,92,72
18-OBR-YTBW-B5I-2756,72,64
18-OBR-YTBW-B5I-2757,68,59
18-OBR-YTBW-B5I-2758,102,75
18-OBR-YTBW-B5I-2759,84,68
18-OBR-YTBW-B5I-2760,88,70
18-OBR-YTBW-B5I-2801,81,60
18-OBR-YTBW-B5I-2802,69,59
18-OBR-YTBW-B5I-2803,74,64
18-OBR-YTBW-B5I-2804,81,69
18-OBR-YTBW-B5I-2805,88,73
18-OBR-YTBW-B5I-2806,89,70
18-OBR-YTBW-B5I-2807,74,63
18-OBR-YTBW-B5I-2808,77,67
18-OBR-YTBW-B5I-2809,63,63
18-OBR-YTBW-B5I-2810,71,64
18-OBR-YTBW-B5I-2811,81,59
18-OBR-YTBW-B5I-2812,85,63
18-OBR-YTBW-B5I-2813,75,63
18-OBR-YTBW-B5I-2814,83,66
18-OBR-YTBW-B5I-2815,75,61
18-OBR-YTBW-B5I-2816,67,55
18-OBR-YTBW-B5I-2817,67,60
18-OBR-YTBW-B5I-2818,71,66
18-OBR-YTBW-B5I-2819,76,60
18-OBR-YTBW-B5I-2820,74,56
18-OBR-YTBW-B5I-2821,64,57
18-OBR-YTBW-B5I-2822,68,65
18-OBR-YTBW-B5I-2823,74,56
18-OBR-YTBW-B5I-2824,69,57
18-OBR-YTBW-B5I-2825,75,57
18-OBR-YTBW-B5I-2826,82,61
18-OBR-YTBW-B5I-2827,79,62
18-OBR-YTBW-B5I-2828,68,58
18-OBR-YTBW-B5I-2829,67,58
18-OBR-YTBW-B5I-2830,75,57
18-OBR-YTBW-B5I-2831,74,52
18-OBR-YTBW-B5I-2832,65,50
18-OBR-YTBW-B5I-2833,65,53
18-OBR-YTBW-B5I-2834,73,55
18-OBR-YTBW-B5I-2835,74,56
18-OBR-YTBW-B5I-2836,65,56
18-OBR-YTBW-B5I-2837,73,57
18-OBR-YTBW-B5I-2838,83,61
18-OBR-YTBW-B5I-2839,71,56
18-OBR-YTBW-B5I-2840,77,55
18-OBR-YTBW-B5I-2841,69,56
18-OBR-YTBW-B5I-2842,84,56
18-OBR-YTBW-B5I-2843,60,57
18-OBR-YTBW-B5I-2844,59,47
18-OBR-YTBW-B5I-2845,63,55
18-OBR-YTBW-B5I-2846,64,46
18-OBR-YTBW-B5I-2847,62,50
18-OBR-YTBW-B5I-2848,68,48
18-OBR-YTBW-B5I-2849,60,38
18-OBR-YTBW-B5I-2850,57,38
18-OBR-YTBW-B5I-2851,69,54
18-OBR-YTBW-B5I-2852,69,56
18-OBR-YTBW-B5I-2853,74,57
18-OBR-YTBW-B5I-2854,69,55
18-OBR-YTBW-B5I-2855,56,52
18-OBR-YTBW-B5I-2856,73,57
18-OBR-YTBW-B5I-2857,68,50
18-OBR-YTBW-B5I-2858,68,47
18-OBR-YTBW-B5I-2859,52,46
18-OBR-YTBW-B5I-2860,57,48
18-OBR-YTBW-B5I-2901,61,40
18-OBR-YTBW-B5I-2902,44,38
18-OBR-YTBW-B5I-2903,53,41
18-OBR-YTBW-B5I-2904,67,49
18-OBR-YTBW-B5I-2905,70,55
18-OBR-YTBW-B5I-2906,66,52
18-OBR-YTBW-B5I-2907,78,56
18-OBR-YTBW-B5I-2908,74,57
18-OBR-YTBW-B5I-2909,70,51
18-OBR-YTBW-B5I-2910,59,39
18-OBR-YTBW-B5I-2911,68,36
18-OBR-YTBW-B5I-2912,67,47
18-OBR-YTBW-B5I-2913,54,38
18-OBR-YTBW-B5I-2914,52,33
