Plot_ID,Median,Mode
18-OBR-YTBW-B5I-1132,25,25
18-OBR-YTBW-B5I-1133,26,27
18-OBR-YTBW-B5I-1134,26,28
18-OBR-YTBW-B5I-1135,25,27
18-OBR-YTBW-B5I-1136,25,25
18-OBR-YTBW-B5I-1137,26,26
18-OBR-YTBW-B5I-1138,27,28
18-OBR-YTBW-B5I-1139,29,28
18-OBR-YTBW-B5I-114,53,51
18-OBR-YTBW-B5I-1140,28,29
18-OBR-YTBW-B5I-1141,34,31
18-OBR-YTBW-B5I-1142,36,32
18-OBR-YTBW-B5I-1143,36,33
18-OBR-YTBW-B5I-1144,38,34
18-OBR-YTBW-B5I-1145,42,40
18-OBR-YTBW-B5I-1146,38,38
18-OBR-YTBW-B5I-1147,37,34
18-OBR-YTBW-B5I-1148,38,38
18-OBR-YTBW-B5I-1149,34,30
18-OBR-YTBW-B5I-115,53,51
18-OBR-YTBW-B5I-1150,32,30
18-OBR-YTBW-B5I-1151,34,34
18-OBR-YTBW-B5I-1152,32,33
18-OBR-YTBW-B5I-1153,31,31
18-OBR-YTBW-B5I-1154,29,29
18-OBR-YTBW-B5I-1155,28,30
18-OBR-YTBW-B5I-1156,30,28
18-OBR-YTBW-B5I-1157,32,30
18-OBR-YTBW-B5I-1158,31,33
18-OBR-YTBW-B5I-1159,30,30
18-OBR-YTBW-B5I-116,52,51
18-OBR-YTBW-B5I-1160,32,35
18-OBR-YTBW-B5I-117,57,53
18-OBR-YTBW-B5I-118,50,51
18-OBR-YTBW-B5I-119,49,51
18-OBR-YTBW-B5I-120,52,53
18-OBR-YTBW-B5I-1201,40,37
18-OBR-YTBW-B5I-1202,40,42
18-OBR-YTBW-B5I-1203,43,43
18-OBR-YTBW-B5I-1204,42,42
18-OBR-YTBW-B5I-1205,38,37
18-OBR-YTBW-B5I-1206,40,37
18-OBR-YTBW-B5I-1207,35,37
18-OBR-YTBW-B5I-1208,37,36
18-OBR-YTBW-B5I-1209,39,39
18-OBR-YTBW-B5I-121,49,50
18-OBR-YTBW-B5I-1210,42,40
18-OBR-YTBW-B5I-1211,37,33
18-OBR-YTBW-B5I-1212,40,36
18-OBR-YTBW-B5I-1213,40,38
18-OBR-YTBW-B5I-1214,38,38
18-OBR-YTBW-B5I-1215,41,40
18-OBR-YTBW-B5I-1216,44,41
18-OBR-YTBW-B5I-1217,41,38
18-OBR-YTBW-B5I-1218,43,43
18-OBR-YTBW-B5I-1219,43,41
18-OBR-YTBW-B5I-122,49,48
18-OBR-YTBW-B5I-1220,42,40
18-OBR-YTBW-B5I-1221,39,38
18-OBR-YTBW-B5I-1222,42,41
18-OBR-YTBW-B5I-1223,48,47
18-OBR-YTBW-B5I-1224,46,48
18-OBR-YTBW-B5I-1225,48,41
18-OBR-YTBW-B5I-1226,47,43
18-OBR-YTBW-B5I-1227,46,38
18-OBR-YTBW-B5I-1228,50,48
18-OBR-YTBW-B5I-1229,49,45
18-OBR-YTBW-B5I-123,45,40
18-OBR-YTBW-B5I-1230,44,32
18-OBR-YTBW-B5I-1231,57,51
18-OBR-YTBW-B5I-1232,76,63
18-OBR-YTBW-B5I-1233,58,52
18-OBR-YTBW-B5I-1234,69,68
18-OBR-YTBW-B5I-1235,64,59
18-OBR-YTBW-B5I-1236,55,49
18-OBR-YTBW-B5I-1237,60,57
18-OBR-YTBW-B5I-1238,69,64
18-OBR-YTBW-B5I-1239,45,42
18-OBR-YTBW-B5I-124,40,39
18-OBR-YTBW-B5I-1240,52,49
18-OBR-YTBW-B5I-1241,49,47
18-OBR-YTBW-B5I-1242,44,43
18-OBR-YTBW-B5I-1243,42,39
18-OBR-YTBW-B5I-1244,40,37
18-OBR-YTBW-B5I-1245,42,42
18-OBR-YTBW-B5I-1246,47,45
18-OBR-YTBW-B5I-1247,42,40
18-OBR-YTBW-B5I-1248,45,44
18-OBR-YTBW-B5I-1249,44,41
18-OBR-YTBW-B5I-125,44,43
18-OBR-YTBW-B5I-1250,51,46
18-OBR-YTBW-B5I-1251,51,50
18-OBR-YTBW-B5I-1252,53,55
18-OBR-YTBW-B5I-1253,54,55
18-OBR-YTBW-B5I-1254,63,57
18-OBR-YTBW-B5I-1255,67,63
18-OBR-YTBW-B5I-1256,76,66
18-OBR-YTBW-B5I-1257,65,58
18-OBR-YTBW-B5I-1258,63,61
18-OBR-YTBW-B5I-1259,68,63
18-OBR-YTBW-B5I-126,47,45
18-OBR-YTBW-B5I-1260,62,60
18-OBR-YTBW-B5I-127,39,37
18-OBR-YTBW-B5I-128,41,40
18-OBR-YTBW-B5I-129,44,43
18-OBR-YTBW-B5I-130,43,41
18-OBR-YTBW-B5I-1301,63,60
18-OBR-YTBW-B5I-1302,69,66
18-OBR-YTBW-B5I-1303,71,68
18-OBR-YTBW-B5I-1304,70,66
18-OBR-YTBW-B5I-1305,62,61
18-OBR-YTBW-B5I-1306,62,61
18-OBR-YTBW-B5I-1307,62,57
18-OBR-YTBW-B5I-1308,54,53
18-OBR-YTBW-B5I-1309,58,53
18-OBR-YTBW-B5I-131,41,42
18-OBR-YTBW-B5I-1310,50,47
18-OBR-YTBW-B5I-1311,53,50
18-OBR-YTBW-B5I-1312,48,45
18-OBR-YTBW-B5I-1313,45,44
18-OBR-YTBW-B5I-1314,43,42
18-OBR-YTBW-B5I-1315,45,40
18-OBR-YTBW-B5I-1316,44,42
18-OBR-YTBW-B5I-1317,43,39
18-OBR-YTBW-B5I-1318,44,43
18-OBR-YTBW-B5I-1319,49,44
18-OBR-YTBW-B5I-132,43,42
18-OBR-YTBW-B5I-1320,52,49
18-OBR-YTBW-B5I-1321,52,52
18-OBR-YTBW-B5I-1322,58,55
18-OBR-YTBW-B5I-1323,64,57
18-OBR-YTBW-B5I-1324,61,56
18-OBR-YTBW-B5I-1325,70,65
18-OBR-YTBW-B5I-1326,68,64
18-OBR-YTBW-B5I-1327,70,66
18-OBR-YTBW-B5I-1328,73,66
18-OBR-YTBW-B5I-1329,70,66
18-OBR-YTBW-B5I-133,39,39
18-OBR-YTBW-B5I-1330,65,62
18-OBR-YTBW-B5I-1331,67,63
18-OBR-YTBW-B5I-1332,72,68
18-OBR-YTBW-B5I-1333,71,69
18-OBR-YTBW-B5I-1334,73,68
18-OBR-YTBW-B5I-1335,66,59
18-OBR-YTBW-B5I-1336,63,58
18-OBR-YTBW-B5I-1337,62,59
18-OBR-YTBW-B5I-1338,57,56
18-OBR-YTBW-B5I-1339,57,55
18-OBR-YTBW-B5I-134,42,39
18-OBR-YTBW-B5I-1340,52,51
18-OBR-YTBW-B5I-1341,49,47
18-OBR-YTBW-B5I-1342,47,45
18-OBR-YTBW-B5I-1343,41,41
18-OBR-YTBW-B5I-1344,42,41
18-OBR-YTBW-B5I-1345,44,42
18-OBR-YTBW-B5I-1346,46,45
18-OBR-YTBW-B5I-1347,43,41
18-OBR-YTBW-B5I-1348,43,41
18-OBR-YTBW-B5I-1349,49,47
18-OBR-YTBW-B5I-135,46,42
18-OBR-YTBW-B5I-1350,52,47
18-OBR-YTBW-B5I-1351,56,53
18-OBR-YTBW-B5I-1352,57,58
18-OBR-YTBW-B5I-1353,65,62
18-OBR-YTBW-B5I-1354,61,58
18-OBR-YTBW-B5I-1355,72,69
18-OBR-YTBW-B5I-1356,70,66
18-OBR-YTBW-B5I-1357,74,71
18-OBR-YTBW-B5I-1358,77,70
18-OBR-YTBW-B5I-1359,74,68
18-OBR-YTBW-B5I-136,43,43
18-OBR-YTBW-B5I-1360,75,70
18-OBR-YTBW-B5I-137,47,45
18-OBR-YTBW-B5I-138,43,42
18-OBR-YTBW-B5I-139,48,47
18-OBR-YTBW-B5I-140,50,50
18-OBR-YTBW-B5I-1401,69,65
18-OBR-YTBW-B5I-1402,72,69
18-OBR-YTBW-B5I-1403,71,64
18-OBR-YTBW-B5I-1404,73,68
18-OBR-YTBW-B5I-1405,72,65
18-OBR-YTBW-B5I-1406,70,65
18-OBR-YTBW-B5I-1407,66,60
18-OBR-YTBW-B5I-1408,62,60
18-OBR-YTBW-B5I-1409,55,51
18-OBR-YTBW-B5I-141,55,54
18-OBR-YTBW-B5I-1410,56,53
18-OBR-YTBW-B5I-1411,51,51
18-OBR-YTBW-B5I-1412,45,44
18-OBR-YTBW-B5I-1413,46,42
18-OBR-YTBW-B5I-1414,44,44
18-OBR-YTBW-B5I-1415,45,43
18-OBR-YTBW-B5I-1416,42,42
18-OBR-YTBW-B5I-1417,42,41
18-OBR-YTBW-B5I-1418,48,47
18-OBR-YTBW-B5I-1419,50,48
18-OBR-YTBW-B5I-142,56,56
18-OBR-YTBW-B5I-1420,52,49
18-OBR-YTBW-B5I-1421,55,52
18-OBR-YTBW-B5I-1422,62,63
18-OBR-YTBW-B5I-1423,73,81
18-OBR-YTBW-B5I-1424,71,64
18-OBR-YTBW-B5I-1425,75,64
18-OBR-YTBW-B5I-1426,80,74
18-OBR-YTBW-B5I-1427,71,70
18-OBR-YTBW-B5I-1428,74,68
18-OBR-YTBW-B5I-1429,71,71
18-OBR-YTBW-B5I-143,52,51
18-OBR-YTBW-B5I-1430,65,62
18-OBR-YTBW-B5I-1431,70,69
18-OBR-YTBW-B5I-1432,73,71
18-OBR-YTBW-B5I-1433,72,66
18-OBR-YTBW-B5I-1434,69,65
18-OBR-YTBW-B5I-1435,62,62
18-OBR-YTBW-B5I-1436,65,62
18-OBR-YTBW-B5I-1437,74,62
18-OBR-YTBW-B5I-1438,55,55
18-OBR-YTBW-B5I-1439,54,53
18-OBR-YTBW-B5I-144,52,51
18-OBR-YTBW-B5I-1440,56,55
18-OBR-YTBW-B5I-1441,53,51
18-OBR-YTBW-B5I-1442,51,51
18-OBR-YTBW-B5I-1443,53,49
18-OBR-YTBW-B5I-1444,44,43
18-OBR-YTBW-B5I-1445,52,52
18-OBR-YTBW-B5I-1446,47,45
18-OBR-YTBW-B5I-1447,46,44
18-OBR-YTBW-B5I-1448,49,46
18-OBR-YTBW-B5I-1449,52,49
18-OBR-YTBW-B5I-145,59,56
18-OBR-YTBW-B5I-1450,50,48
18-OBR-YTBW-B5I-1451,65,66
18-OBR-YTBW-B5I-1452,52,53
18-OBR-YTBW-B5I-1453,69,68
18-OBR-YTBW-B5I-1454,59,54
18-OBR-YTBW-B5I-1455,66,64
18-OBR-YTBW-B5I-1456,71,66
18-OBR-YTBW-B5I-1457,68,62
18-OBR-YTBW-B5I-1458,71,59
18-OBR-YTBW-B5I-1459,81,76
18-OBR-YTBW-B5I-146,55,52
18-OBR-YTBW-B5I-1460,70,60
18-OBR-YTBW-B5I-147,51,51
18-OBR-YTBW-B5I-148,54,51
18-OBR-YTBW-B5I-149,56,53
18-OBR-YTBW-B5I-150,49,49
18-OBR-YTBW-B5I-1501,70,64
18-OBR-YTBW-B5I-1502,73,67
18-OBR-YTBW-B5I-1503,67,62
18-OBR-YTBW-B5I-1504,76,64
18-OBR-YTBW-B5I-1505,59,58
18-OBR-YTBW-B5I-1506,71,69
18-OBR-YTBW-B5I-1507,61,58
18-OBR-YTBW-B5I-1508,68,62
18-OBR-YTBW-B5I-1509,58,54
18-OBR-YTBW-B5I-151,51,50
18-OBR-YTBW-B5I-1510,56,50
18-OBR-YTBW-B5I-1511,55,54
18-OBR-YTBW-B5I-1512,53,53
18-OBR-YTBW-B5I-1513,52,52
18-OBR-YTBW-B5I-1514,51,48
18-OBR-YTBW-B5I-1515,50,48
18-OBR-YTBW-B5I-1516,50,48
18-OBR-YTBW-B5I-1517,45,47
18-OBR-YTBW-B5I-1518,52,46
18-OBR-YTBW-B5I-1519,55,53
18-OBR-YTBW-B5I-152,44,41
18-OBR-YTBW-B5I-1520,60,55
18-OBR-YTBW-B5I-1521,62,59
18-OBR-YTBW-B5I-1522,54,51
18-OBR-YTBW-B5I-1523,68,65
18-OBR-YTBW-B5I-1524,67,62
18-OBR-YTBW-B5I-1525,75,63
18-OBR-YTBW-B5I-1526,72,60
18-OBR-YTBW-B5I-1527,72,67
18-OBR-YTBW-B5I-1528,76,72
18-OBR-YTBW-B5I-1529,74,71
18-OBR-YTBW-B5I-153,47,46
18-OBR-YTBW-B5I-1530,67,62
18-OBR-YTBW-B5I-1531,79,65
18-OBR-YTBW-B5I-1532,86,62
18-OBR-YTBW-B5I-1533,74,62
18-OBR-YTBW-B5I-1534,70,66
18-OBR-YTBW-B5I-1535,69,67
18-OBR-YTBW-B5I-1536,69,65
18-OBR-YTBW-B5I-1537,74,66
18-OBR-YTBW-B5I-1538,66,56
18-OBR-YTBW-B5I-1539,60,54
18-OBR-YTBW-B5I-154,42,42
18-OBR-YTBW-B5I-1540,51,50
18-OBR-YTBW-B5I-1541,59,59
18-OBR-YTBW-B5I-1542,55,52
18-OBR-YTBW-B5I-1543,53,54
18-OBR-YTBW-B5I-1544,47,47
18-OBR-YTBW-B5I-1545,52,47
18-OBR-YTBW-B5I-1546,49,44
18-OBR-YTBW-B5I-1547,47,45
18-OBR-YTBW-B5I-1548,47,44
18-OBR-YTBW-B5I-1549,49,48
18-OBR-YTBW-B5I-155,47,47
18-OBR-YTBW-B5I-1550,56,54
18-OBR-YTBW-B5I-1551,54,51
18-OBR-YTBW-B5I-1552,64,59
18-OBR-YTBW-B5I-1553,76,63
18-OBR-YTBW-B5I-1554,64,61
18-OBR-YTBW-B5I-1555,74,67
18-OBR-YTBW-B5I-1556,74,65
18-OBR-YTBW-B5I-1557,70,66
18-OBR-YTBW-B5I-1558,84,72
18-OBR-YTBW-B5I-1559,79,72
18-OBR-YTBW-B5I-156,39,37
18-OBR-YTBW-B5I-1560,81,74
18-OBR-YTBW-B5I-157,45,42
18-OBR-YTBW-B5I-158,44,44
18-OBR-YTBW-B5I-159,45,44
18-OBR-YTBW-B5I-160,47,46
18-OBR-YTBW-B5I-1601,74,71
18-OBR-YTBW-B5I-1602,74,72
18-OBR-YTBW-B5I-1603,77,72
18-OBR-YTBW-B5I-1604,67,62
18-OBR-YTBW-B5I-1605,70,68
18-OBR-YTBW-B5I-1606,79,70
18-OBR-YTBW-B5I-1607,75,63
18-OBR-YTBW-B5I-1608,70,64
18-OBR-YTBW-B5I-1609,58,59
18-OBR-YTBW-B5I-1610,54,53
18-OBR-YTBW-B5I-1611,55,52
18-OBR-YTBW-B5I-1612,54,53
18-OBR-YTBW-B5I-1613,54,53
18-OBR-YTBW-B5I-1614,43,41
18-OBR-YTBW-B5I-1615,48,46
18-OBR-YTBW-B5I-1616,52,52
18-OBR-YTBW-B5I-1617,48,45
18-OBR-YTBW-B5I-1618,51,46
18-OBR-YTBW-B5I-1619,53,51
18-OBR-YTBW-B5I-1620,58,56
18-OBR-YTBW-B5I-1621,60,54
18-OBR-YTBW-B5I-1622,61,60
18-OBR-YTBW-B5I-1623,71,69
18-OBR-YTBW-B5I-1624,76,71
18-OBR-YTBW-B5I-1625,71,64
18-OBR-YTBW-B5I-1626,80,74
18-OBR-YTBW-B5I-1627,73,66
18-OBR-YTBW-B5I-1628,84,81
18-OBR-YTBW-B5I-1629,71,68
18-OBR-YTBW-B5I-1630,76,72
18-OBR-YTBW-B5I-1631,73,72
18-OBR-YTBW-B5I-1632,75,72
18-OBR-YTBW-B5I-1633,71,68
18-OBR-YTBW-B5I-1634,75,74
18-OBR-YTBW-B5I-1635,74,72
18-OBR-YTBW-B5I-1636,68,68
18-OBR-YTBW-B5I-1637,76,73
18-OBR-YTBW-B5I-1638,67,67
18-OBR-YTBW-B5I-1639,67,60
18-OBR-YTBW-B5I-1640,53,54
18-OBR-YTBW-B5I-1641,61,61
18-OBR-YTBW-B5I-1642,50,50
18-OBR-YTBW-B5I-1643,49,47
18-OBR-YTBW-B5I-1644,50,50
18-OBR-YTBW-B5I-1645,49,48
18-OBR-YTBW-B5I-1646,46,48
18-OBR-YTBW-B5I-1647,51,49
18-OBR-YTBW-B5I-1648,48,48
18-OBR-YTBW-B5I-1649,60,54
18-OBR-YTBW-B5I-1650,60,59
18-OBR-YTBW-B5I-1651,64,60
18-OBR-YTBW-B5I-1652,70,70
18-OBR-YTBW-B5I-1653,68,67
18-OBR-YTBW-B5I-1654,69,69
18-OBR-YTBW-B5I-1655,75,74
18-OBR-YTBW-B5I-1656,72,72
18-OBR-YTBW-B5I-1657,80,75
18-OBR-YTBW-B5I-1658,89,84
18-OBR-YTBW-B5I-1659,85,83
18-OBR-YTBW-B5I-1660,79,75
18-OBR-YTBW-B5I-1701,84,81
18-OBR-YTBW-B5I-1702,85,82
18-OBR-YTBW-B5I-1703,87,84
18-OBR-YTBW-B5I-1704,86,82
18-OBR-YTBW-B5I-1705,82,83
18-OBR-YTBW-B5I-1706,84,84
18-OBR-YTBW-B5I-1707,75,74
18-OBR-YTBW-B5I-1708,70,67
18-OBR-YTBW-B5I-1709,71,69
18-OBR-YTBW-B5I-1710,70,62
18-OBR-YTBW-B5I-1711,59,57
18-OBR-YTBW-B5I-1712,63,62
18-OBR-YTBW-B5I-1713,46,45
18-OBR-YTBW-B5I-1714,55,53
18-OBR-YTBW-B5I-1715,49,48
18-OBR-YTBW-B5I-1716,53,52
18-OBR-YTBW-B5I-1717,54,51
18-OBR-YTBW-B5I-1718,53,52
18-OBR-YTBW-B5I-1719,58,55
18-OBR-YTBW-B5I-1720,66,65
18-OBR-YTBW-B5I-1721,68,69
18-OBR-YTBW-B5I-1722,73,72
18-OBR-YTBW-B5I-1723,78,77
18-OBR-YTBW-B5I-1724,80,81
18-OBR-YTBW-B5I-1725,85,83
18-OBR-YTBW-B5I-1726,86,82
18-OBR-YTBW-B5I-1727,94,85
18-OBR-YTBW-B5I-1728,87,77
18-OBR-YTBW-B5I-1729,88,84
18-OBR-YTBW-B5I-1730,91,84
18-OBR-YTBW-B5I-1731,97,88
18-OBR-YTBW-B5I-1732,98,96
18-OBR-YTBW-B5I-1733,92,84
18-OBR-YTBW-B5I-1734,89,82
18-OBR-YTBW-B5I-1735,97,94
18-OBR-YTBW-B5I-1736,79,84
18-OBR-YTBW-B5I-1737,88,87
18-OBR-YTBW-B5I-1738,78,74
18-OBR-YTBW-B5I-1739,68,69
18-OBR-YTBW-B5I-1740,65,66
18-OBR-YTBW-B5I-1741,62,61
18-OBR-YTBW-B5I-1742,62,61
18-OBR-YTBW-B5I-1743,56,55
18-OBR-YTBW-B5I-1744,55,55
18-OBR-YTBW-B5I-1745,59,55
18-OBR-YTBW-B5I-1746,56,56
18-OBR-YTBW-B5I-1747,54,52
18-OBR-YTBW-B5I-1748,56,55
18-OBR-YTBW-B5I-1749,61,57
18-OBR-YTBW-B5I-1750,68,66
18-OBR-YTBW-B5I-1751,68,67
18-OBR-YTBW-B5I-1752,74,75
18-OBR-YTBW-B5I-1753,84,80
18-OBR-YTBW-B5I-1754,81,79
18-OBR-YTBW-B5I-1755,87,85
18-OBR-YTBW-B5I-1756,87,85
18-OBR-YTBW-B5I-1757,96,95
18-OBR-YTBW-B5I-1758,90,82
18-OBR-YTBW-B5I-1759,93,92
18-OBR-YTBW-B5I-1760,88,86
18-OBR-YTBW-B5I-1801,91,87
18-OBR-YTBW-B5I-1802,90,90
18-OBR-YTBW-B5I-1803,92,91
18-OBR-YTBW-B5I-1804,91,83
18-OBR-YTBW-B5I-1805,87,84
18-OBR-YTBW-B5I-1806,86,87
18-OBR-YTBW-B5I-1807,86,90
18-OBR-YTBW-B5I-1808,88,83
18-OBR-YTBW-B5I-1809,73,74
18-OBR-YTBW-B5I-1810,68,69
18-OBR-YTBW-B5I-1811,64,64
18-OBR-YTBW-B5I-1812,64,66
18-OBR-YTBW-B5I-1813,55,57
18-OBR-YTBW-B5I-1814,57,55
18-OBR-YTBW-B5I-1815,56,56
18-OBR-YTBW-B5I-1816,60,59
18-OBR-YTBW-B5I-1817,53,53
18-OBR-YTBW-B5I-1818,57,56
18-OBR-YTBW-B5I-1819,61,60
18-OBR-YTBW-B5I-1820,66,64
18-OBR-YTBW-B5I-1821,65,67
18-OBR-YTBW-B5I-1822,70,69
18-OBR-YTBW-B5I-1823,83,80
18-OBR-YTBW-B5I-1824,81,84
18-OBR-YTBW-B5I-1825,85,81
18-OBR-YTBW-B5I-1826,80,77
18-OBR-YTBW-B5I-1827,90,84
18-OBR-YTBW-B5I-1828,90,85
18-OBR-YTBW-B5I-1829,94,87
18-OBR-YTBW-B5I-1830,86,82
18-OBR-YTBW-B5I-1831,95,90
18-OBR-YTBW-B5I-1832,90,90
18-OBR-YTBW-B5I-1833,93,92
18-OBR-YTBW-B5I-1834,93,94
18-OBR-YTBW-B5I-1835,87,83
18-OBR-YTBW-B5I-1836,80,78
18-OBR-YTBW-B5I-1837,90,84
18-OBR-YTBW-B5I-1838,78,76
18-OBR-YTBW-B5I-1839,77,74
18-OBR-YTBW-B5I-1840,67,65
18-OBR-YTBW-B5I-1841,63,63
18-OBR-YTBW-B5I-1842,63,60
18-OBR-YTBW-B5I-1843,57,58
18-OBR-YTBW-B5I-1844,56,54
18-OBR-YTBW-B5I-1845,52,52
18-OBR-YTBW-B5I-1846,55,51
18-OBR-YTBW-B5I-1847,51,51
18-OBR-YTBW-B5I-1848,54,51
18-OBR-YTBW-B5I-1849,60,58
18-OBR-YTBW-B5I-1850,67,62
18-OBR-YTBW-B5I-1851,68,66
18-OBR-YTBW-B5I-1852,74,68
18-OBR-YTBW-B5I-1853,79,78
18-OBR-YTBW-B5I-1854,88,78
18-OBR-YTBW-B5I-1855,86,83
18-OBR-YTBW-B5I-1856,84,83
18-OBR-YTBW-B5I-1857,88,87
18-OBR-YTBW-B5I-1858,103,98
18-OBR-YTBW-B5I-1859,94,93
18-OBR-YTBW-B5I-1860,93,90
18-OBR-YTBW-B5I-1901,97,92
18-OBR-YTBW-B5I-1902,98,91
18-OBR-YTBW-B5I-1903,99,99
18-OBR-YTBW-B5I-1904,95,94
18-OBR-YTBW-B5I-1905,101,96
18-OBR-YTBW-B5I-1906,100,101
18-OBR-YTBW-B5I-1907,100,102
18-OBR-YTBW-B5I-1908,100,96
18-OBR-YTBW-B5I-1909,116,96
18-OBR-YTBW-B5I-1910,102,95
18-OBR-YTBW-B5I-1911,99,94
18-OBR-YTBW-B5I-1912,93,91
18-OBR-YTBW-B5I-1913,90,87
18-OBR-YTBW-B5I-1914,87,89
18-OBR-YTBW-B5I-1915,79,77
18-OBR-YTBW-B5I-1916,84,81
18-OBR-YTBW-B5I-1917,84,85
18-OBR-YTBW-B5I-1918,89,89
18-OBR-YTBW-B5I-1919,94,88
18-OBR-YTBW-B5I-1920,97,88
18-OBR-YTBW-B5I-1921,106,99
18-OBR-YTBW-B5I-1922,107,103
18-OBR-YTBW-B5I-1923,100,97
18-OBR-YTBW-B5I-1924,99,94
18-OBR-YTBW-B5I-1925,105,95
18-OBR-YTBW-B5I-1926,103,89
18-OBR-YTBW-B5I-1927,98,89
18-OBR-YTBW-B5I-1928,103,97
18-OBR-YTBW-B5I-1929,102,96
18-OBR-YTBW-B5I-1930,96,91
18-OBR-YTBW-B5I-1931,99,102
18-OBR-YTBW-B5I-1932,99,101
18-OBR-YTBW-B5I-1933,103,104
18-OBR-YTBW-B5I-1934,98,91
18-OBR-YTBW-B5I-1935,100,96
18-OBR-YTBW-B5I-1936,100,100
18-OBR-YTBW-B5I-1937,96,91
