plot_id,trial,plot_no,seed_source,year,location,cycle,conditions,rep,block,subblock,col,row,entry,purpose,gid,tid,occ,site,planting_date,iyear,ilocation,itrial,icondition
18-OBR-YTBW-B5I-1001,YTBW_10,1001,,2018,Obregon,Y17-18,B5IR,1,,1,30,2,1001,,7806808,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1002,YTBW_10,1002,,2018,Obregon,Y17-18,B5IR,1,,1,29,2,1002,,4755014,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1003,YTBW_10,1003,,2018,Obregon,Y17-18,B5IR,1,,1,28,2,1003,,8235214,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1004,YTBW_10,1004,,2018,Obregon,Y17-18,B5IR,1,,1,27,2,1004,,8235216,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1005,YTBW_10,1005,,2018,Obregon,Y17-18,B5IR,1,,1,26,2,1005,,8235217,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1006,YTBW_10,1006,,2018,Obregon,Y17-18,B5IR,1,,2,25,2,1006,,8235218,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1007,YTBW_10,1007,,2018,Obregon,Y17-18,B5IR,1,,2,24,2,1007,,8235219,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1008,YTBW_10,1008,,2018,Obregon,Y17-18,B5IR,1,,2,23,2,1008,,8235220,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1009,YTBW_10,1009,,2018,Obregon,Y17-18,B5IR,1,,2,22,2,1009,,8235222,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-101,YTBW_01,101,,2018,Obregon,Y17-18,B5IR,1,,1,1,37,101,,7806808,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1010,YTBW_10,1010,,2018,Obregon,Y17-18,B5IR,1,,2,21,2,1010,,8235224,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1011,YTBW_10,1011,,2018,Obregon,Y17-18,B5IR,1,,3,20,2,1011,,8235225,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1012,YTBW_10,1012,,2018,Obregon,Y17-18,B5IR,1,,3,19,2,1012,,8235226,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1013,YTBW_10,1013,,2018,Obregon,Y17-18,B5IR,1,,3,18,2,1013,,8235227,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1014,YTBW_10,1014,,2018,Obregon,Y17-18,B5IR,1,,3,17,2,1014,,8235228,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1015,YTBW_10,1015,,2018,Obregon,Y17-18,B5IR,1,,3,16,2,1015,,8235229,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1016,YTBW_10,1016,,2018,Obregon,Y17-18,B5IR,1,,4,16,3,1016,,8235230,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1017,YTBW_10,1017,,2018,Obregon,Y17-18,B5IR,1,,4,17,3,1017,,8235231,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1018,YTBW_10,1018,,2018,Obregon,Y17-18,B5IR,1,,4,18,3,1018,,8235241,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1019,YTBW_10,1019,,2018,Obregon,Y17-18,B5IR,1,,4,19,3,1019,,8235242,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-102,YTBW_01,102,,2018,Obregon,Y17-18,B5IR,1,,1,2,37,102,,4755014,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1020,YTBW_10,1020,,2018,Obregon,Y17-18,B5IR,1,,4,20,3,1020,,8235243,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1021,YTBW_10,1021,,2018,Obregon,Y17-18,B5IR,1,,5,21,3,1021,,8235245,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1022,YTBW_10,1022,,2018,Obregon,Y17-18,B5IR,1,,5,22,3,1022,,8235246,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1023,YTBW_10,1023,,2018,Obregon,Y17-18,B5IR,1,,5,23,3,1023,,8235248,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1024,YTBW_10,1024,,2018,Obregon,Y17-18,B5IR,1,,5,24,3,1024,,8235249,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1025,YTBW_10,1025,,2018,Obregon,Y17-18,B5IR,1,,5,25,3,1025,,8235250,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1026,YTBW_10,1026,,2018,Obregon,Y17-18,B5IR,1,,6,26,3,1026,,8235251,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1027,YTBW_10,1027,,2018,Obregon,Y17-18,B5IR,1,,6,27,3,1027,,8235252,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1028,YTBW_10,1028,,2018,Obregon,Y17-18,B5IR,1,,6,28,3,1028,,8235257,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1029,YTBW_10,1029,,2018,Obregon,Y17-18,B5IR,1,,6,29,3,1029,,8235261,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-103,YTBW_01,103,,2018,Obregon,Y17-18,B5IR,1,,1,3,37,103,,8234853,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1030,YTBW_10,1030,,2018,Obregon,Y17-18,B5IR,1,,6,30,3,1030,,8235262,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1031,YTBW_10,1031,,2018,Obregon,Y17-18,B5IR,2,,1,30,4,1027,,8235252,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1032,YTBW_10,1032,,2018,Obregon,Y17-18,B5IR,2,,1,29,4,1010,,8235224,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1033,YTBW_10,1033,,2018,Obregon,Y17-18,B5IR,2,,1,28,4,1002,,4755014,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1034,YTBW_10,1034,,2018,Obregon,Y17-18,B5IR,2,,1,27,4,1015,,8235229,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1035,YTBW_10,1035,,2018,Obregon,Y17-18,B5IR,2,,1,26,4,1012,,8235226,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1036,YTBW_10,1036,,2018,Obregon,Y17-18,B5IR,2,,2,25,4,1017,,8235231,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1037,YTBW_10,1037,,2018,Obregon,Y17-18,B5IR,2,,2,24,4,1023,,8235248,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1038,YTBW_10,1038,,2018,Obregon,Y17-18,B5IR,2,,2,23,4,1006,,8235218,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1039,YTBW_10,1039,,2018,Obregon,Y17-18,B5IR,2,,2,22,4,1028,,8235257,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-104,YTBW_01,104,,2018,Obregon,Y17-18,B5IR,1,,1,4,37,104,,8234854,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1040,YTBW_10,1040,,2018,Obregon,Y17-18,B5IR,2,,2,21,4,1005,,8235217,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1041,YTBW_10,1041,,2018,Obregon,Y17-18,B5IR,2,,3,20,4,1013,,8235227,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1042,YTBW_10,1042,,2018,Obregon,Y17-18,B5IR,2,,3,19,4,1014,,8235228,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1043,YTBW_10,1043,,2018,Obregon,Y17-18,B5IR,2,,3,18,4,1021,,8235245,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1044,YTBW_10,1044,,2018,Obregon,Y17-18,B5IR,2,,3,17,4,1016,,8235230,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1045,YTBW_10,1045,,2018,Obregon,Y17-18,B5IR,2,,3,16,4,1026,,8235251,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1046,YTBW_10,1046,,2018,Obregon,Y17-18,B5IR,2,,4,16,5,1004,,8235216,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1047,YTBW_10,1047,,2018,Obregon,Y17-18,B5IR,2,,4,17,5,1019,,8235242,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1048,YTBW_10,1048,,2018,Obregon,Y17-18,B5IR,2,,4,18,5,1001,,7806808,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1049,YTBW_10,1049,,2018,Obregon,Y17-18,B5IR,2,,4,19,5,1007,,8235219,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-105,YTBW_01,105,,2018,Obregon,Y17-18,B5IR,1,,1,5,37,105,,8234857,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1050,YTBW_10,1050,,2018,Obregon,Y17-18,B5IR,2,,4,20,5,1029,,8235261,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1051,YTBW_10,1051,,2018,Obregon,Y17-18,B5IR,2,,5,21,5,1022,,8235246,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1052,YTBW_10,1052,,2018,Obregon,Y17-18,B5IR,2,,5,22,5,1020,,8235243,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1053,YTBW_10,1053,,2018,Obregon,Y17-18,B5IR,2,,5,23,5,1025,,8235250,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1054,YTBW_10,1054,,2018,Obregon,Y17-18,B5IR,2,,5,24,5,1003,,8235214,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1055,YTBW_10,1055,,2018,Obregon,Y17-18,B5IR,2,,5,25,5,1009,,8235222,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1056,YTBW_10,1056,,2018,Obregon,Y17-18,B5IR,2,,6,26,5,1011,,8235225,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1057,YTBW_10,1057,,2018,Obregon,Y17-18,B5IR,2,,6,27,5,1030,,8235262,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1058,YTBW_10,1058,,2018,Obregon,Y17-18,B5IR,2,,6,28,5,1008,,8235220,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1059,YTBW_10,1059,,2018,Obregon,Y17-18,B5IR,2,,6,29,5,1024,,8235249,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-106,YTBW_01,106,,2018,Obregon,Y17-18,B5IR,1,,2,6,37,106,,8234858,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1060,YTBW_10,1060,,2018,Obregon,Y17-18,B5IR,2,,6,30,5,1018,,8235241,46415,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-107,YTBW_01,107,,2018,Obregon,Y17-18,B5IR,1,,2,7,37,107,,8234859,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-108,YTBW_01,108,,2018,Obregon,Y17-18,B5IR,1,,2,8,37,108,,8234861,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-109,YTBW_01,109,,2018,Obregon,Y17-18,B5IR,1,,2,9,37,109,,8234863,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-110,YTBW_01,110,,2018,Obregon,Y17-18,B5IR,1,,2,10,37,110,,8234864,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1101,YTBW_11,1101,,2018,Obregon,Y17-18,B5IR,1,,1,30,6,1101,,7806808,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1102,YTBW_11,1102,,2018,Obregon,Y17-18,B5IR,1,,1,29,6,1102,,4755014,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1103,YTBW_11,1103,,2018,Obregon,Y17-18,B5IR,1,,1,28,6,1103,,8235263,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1104,YTBW_11,1104,,2018,Obregon,Y17-18,B5IR,1,,1,27,6,1104,,8235264,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1105,YTBW_11,1105,,2018,Obregon,Y17-18,B5IR,1,,1,26,6,1105,,8235265,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1106,YTBW_11,1106,,2018,Obregon,Y17-18,B5IR,1,,2,25,6,1106,,8235266,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1107,YTBW_11,1107,,2018,Obregon,Y17-18,B5IR,1,,2,24,6,1107,,8235267,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1108,YTBW_11,1108,,2018,Obregon,Y17-18,B5IR,1,,2,23,6,1108,,8235268,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1109,YTBW_11,1109,,2018,Obregon,Y17-18,B5IR,1,,2,22,6,1109,,8235270,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-111,YTBW_01,111,,2018,Obregon,Y17-18,B5IR,1,,3,11,37,111,,8234868,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1110,YTBW_11,1110,,2018,Obregon,Y17-18,B5IR,1,,2,21,6,1110,,8235272,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1111,YTBW_11,1111,,2018,Obregon,Y17-18,B5IR,1,,3,20,6,1111,,8235274,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1112,YTBW_11,1112,,2018,Obregon,Y17-18,B5IR,1,,3,19,6,1112,,8235277,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1113,YTBW_11,1113,,2018,Obregon,Y17-18,B5IR,1,,3,18,6,1113,,8235279,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1114,YTBW_11,1114,,2018,Obregon,Y17-18,B5IR,1,,3,17,6,1114,,8235281,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1115,YTBW_11,1115,,2018,Obregon,Y17-18,B5IR,1,,3,16,6,1115,,8235284,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1116,YTBW_11,1116,,2018,Obregon,Y17-18,B5IR,1,,4,16,7,1116,,8235286,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1117,YTBW_11,1117,,2018,Obregon,Y17-18,B5IR,1,,4,17,7,1117,,8235287,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1118,YTBW_11,1118,,2018,Obregon,Y17-18,B5IR,1,,4,18,7,1118,,8235288,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1119,YTBW_11,1119,,2018,Obregon,Y17-18,B5IR,1,,4,19,7,1119,,8235289,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-112,YTBW_01,112,,2018,Obregon,Y17-18,B5IR,1,,3,12,37,112,,8234870,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1120,YTBW_11,1120,,2018,Obregon,Y17-18,B5IR,1,,4,20,7,1120,,8235290,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1121,YTBW_11,1121,,2018,Obregon,Y17-18,B5IR,1,,5,21,7,1121,,8235293,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1122,YTBW_11,1122,,2018,Obregon,Y17-18,B5IR,1,,5,22,7,1122,,8235295,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1123,YTBW_11,1123,,2018,Obregon,Y17-18,B5IR,1,,5,23,7,1123,,8235298,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1124,YTBW_11,1124,,2018,Obregon,Y17-18,B5IR,1,,5,24,7,1124,,8235301,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1125,YTBW_11,1125,,2018,Obregon,Y17-18,B5IR,1,,5,25,7,1125,,8235302,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1126,YTBW_11,1126,,2018,Obregon,Y17-18,B5IR,1,,6,26,7,1126,,8235304,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1127,YTBW_11,1127,,2018,Obregon,Y17-18,B5IR,1,,6,27,7,1127,,8235308,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1128,YTBW_11,1128,,2018,Obregon,Y17-18,B5IR,1,,6,28,7,1128,,8235309,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1129,YTBW_11,1129,,2018,Obregon,Y17-18,B5IR,1,,6,29,7,1129,,8235310,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-113,YTBW_01,113,,2018,Obregon,Y17-18,B5IR,1,,3,13,37,113,,8234871,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1130,YTBW_11,1130,,2018,Obregon,Y17-18,B5IR,1,,6,30,7,1130,,8235312,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1131,YTBW_11,1131,,2018,Obregon,Y17-18,B5IR,2,,1,30,8,1127,,8235308,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1132,YTBW_11,1132,,2018,Obregon,Y17-18,B5IR,2,,1,29,8,1110,,8235272,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1133,YTBW_11,1133,,2018,Obregon,Y17-18,B5IR,2,,1,28,8,1102,,4755014,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1134,YTBW_11,1134,,2018,Obregon,Y17-18,B5IR,2,,1,27,8,1115,,8235284,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1135,YTBW_11,1135,,2018,Obregon,Y17-18,B5IR,2,,1,26,8,1112,,8235277,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1136,YTBW_11,1136,,2018,Obregon,Y17-18,B5IR,2,,2,25,8,1117,,8235287,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1137,YTBW_11,1137,,2018,Obregon,Y17-18,B5IR,2,,2,24,8,1123,,8235298,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1138,YTBW_11,1138,,2018,Obregon,Y17-18,B5IR,2,,2,23,8,1106,,8235266,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1139,YTBW_11,1139,,2018,Obregon,Y17-18,B5IR,2,,2,22,8,1128,,8235309,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-114,YTBW_01,114,,2018,Obregon,Y17-18,B5IR,1,,3,14,37,114,,8234873,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1140,YTBW_11,1140,,2018,Obregon,Y17-18,B5IR,2,,2,21,8,1105,,8235265,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1141,YTBW_11,1141,,2018,Obregon,Y17-18,B5IR,2,,3,20,8,1113,,8235279,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1142,YTBW_11,1142,,2018,Obregon,Y17-18,B5IR,2,,3,19,8,1114,,8235281,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1143,YTBW_11,1143,,2018,Obregon,Y17-18,B5IR,2,,3,18,8,1121,,8235293,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1144,YTBW_11,1144,,2018,Obregon,Y17-18,B5IR,2,,3,17,8,1116,,8235286,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1145,YTBW_11,1145,,2018,Obregon,Y17-18,B5IR,2,,3,16,8,1126,,8235304,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1146,YTBW_11,1146,,2018,Obregon,Y17-18,B5IR,2,,4,16,9,1104,,8235264,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1147,YTBW_11,1147,,2018,Obregon,Y17-18,B5IR,2,,4,17,9,1119,,8235289,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1148,YTBW_11,1148,,2018,Obregon,Y17-18,B5IR,2,,4,18,9,1101,,7806808,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1149,YTBW_11,1149,,2018,Obregon,Y17-18,B5IR,2,,4,19,9,1107,,8235267,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-115,YTBW_01,115,,2018,Obregon,Y17-18,B5IR,1,,3,15,37,115,,8234874,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1150,YTBW_11,1150,,2018,Obregon,Y17-18,B5IR,2,,4,20,9,1129,,8235310,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1151,YTBW_11,1151,,2018,Obregon,Y17-18,B5IR,2,,5,21,9,1122,,8235295,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1152,YTBW_11,1152,,2018,Obregon,Y17-18,B5IR,2,,5,22,9,1120,,8235290,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1153,YTBW_11,1153,,2018,Obregon,Y17-18,B5IR,2,,5,23,9,1125,,8235302,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1154,YTBW_11,1154,,2018,Obregon,Y17-18,B5IR,2,,5,24,9,1103,,8235263,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1155,YTBW_11,1155,,2018,Obregon,Y17-18,B5IR,2,,5,25,9,1109,,8235270,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1156,YTBW_11,1156,,2018,Obregon,Y17-18,B5IR,2,,6,26,9,1111,,8235274,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1157,YTBW_11,1157,,2018,Obregon,Y17-18,B5IR,2,,6,27,9,1130,,8235312,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1158,YTBW_11,1158,,2018,Obregon,Y17-18,B5IR,2,,6,28,9,1108,,8235268,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1159,YTBW_11,1159,,2018,Obregon,Y17-18,B5IR,2,,6,29,9,1124,,8235301,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-116,YTBW_01,116,,2018,Obregon,Y17-18,B5IR,1,,4,15,36,116,,8234875,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1160,YTBW_11,1160,,2018,Obregon,Y17-18,B5IR,2,,6,30,9,1118,,8235288,46416,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-117,YTBW_01,117,,2018,Obregon,Y17-18,B5IR,1,,4,14,36,117,,8234876,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-118,YTBW_01,118,,2018,Obregon,Y17-18,B5IR,1,,4,13,36,118,,8234877,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-119,YTBW_01,119,,2018,Obregon,Y17-18,B5IR,1,,4,12,36,119,,8234878,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-120,YTBW_01,120,,2018,Obregon,Y17-18,B5IR,1,,4,11,36,120,,8234879,46406,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
18-OBR-YTBW-B5I-1201,YTBW_12,1201,,2018,Obregon,Y17-18,B5IR,1,,1,30,10,1201,,7806808,46417,1,CENEB-810,11/21/2017,18,OBR,YTBW,B5I
